"ind.row"	"ind.col"	"rnm"	"cnm"
"808"	100	31	"CAOL_New NOB2"	"bazan NOx emission rate IHDA-GO-Nox emission rate"
"809"	101	31	"CAOL_New NOB3"	"bazan NOx emission rate IHDA-GO-Nox emission rate"
"810"	102	31	"CAOL_New Stat_NOx_B1"	"bazan NOx emission rate IHDA-GO-Nox emission rate"
"811"	103	31	"CAOL_New Stat_Nox_B2"	"bazan NOx emission rate IHDA-GO-Nox emission rate"
"812"	104	31	"CAOL_New Stat_Nox_B3"	"bazan NOx emission rate IHDA-GO-Nox emission rate"
"813"	120	31	"CAUL STAT1"	"bazan NOx emission rate IHDA-GO-Nox emission rate"
"814"	121	31	"CAUL STAT2"	"bazan NOx emission rate IHDA-GO-Nox emission rate"
"815"	122	31	"CAUL STAT3"	"bazan NOx emission rate IHDA-GO-Nox emission rate"
"816"	145	31	"Flares OLDFF"	"bazan NOx emission rate IHDA-GO-Nox emission rate"
"817"	147	31	"GADIV CTO Status"	"bazan NOx emission rate IHDA-GO-Nox emission rate"
"818"	153	31	"GADIV_OPER PRX-start"	"bazan NOx emission rate IHDA-GO-Nox emission rate"
"819"	154	31	"GADIV_OPER SPL_start"	"bazan NOx emission rate IHDA-GO-Nox emission rate"
"820"	155	31	"GADIV_OPER TOL-start"	"bazan NOx emission rate IHDA-GO-Nox emission rate"
"821"	156	31	"GADIV_OPER XYL-start"	"bazan NOx emission rate IHDA-GO-Nox emission rate"
"822"	158	31	"Gadiv-AS2XYL1 NOX INS"	"bazan NOx emission rate IHDA-GO-Nox emission rate"
"823"	160	31	"Gadiv-PAREX NOX INS"	"bazan NOx emission rate IHDA-GO-Nox emission rate"
"824"	162	31	"Gadiv-TOL NOX INS"	"bazan NOx emission rate IHDA-GO-Nox emission rate"
"825"	164	31	"Gadiv-XYl2 NOX INS"	"bazan NOx emission rate IHDA-GO-Nox emission rate"
"826"	354	31	"OP-BZN1 OPB31-Stat"	"bazan NOx emission rate IHDA-GO-Nox emission rate"
"827"	355	31	"OP-BZN1 STAT1"	"bazan NOx emission rate IHDA-GO-Nox emission rate"
"828"	356	31	"OP-BZN1 STAT2"	"bazan NOx emission rate IHDA-GO-Nox emission rate"
"829"	357	31	"OP-BZN1 STAT3"	"bazan NOx emission rate IHDA-GO-Nox emission rate"
"830"	358	31	"OP-BZN1 STAT5"	"bazan NOx emission rate IHDA-GO-Nox emission rate"
"831"	361	31	"OP-GADIV STAT1"	"bazan NOx emission rate IHDA-GO-Nox emission rate"
"832"	367	31	"OP-HCU Stat-HCU"	"bazan NOx emission rate IHDA-GO-Nox emission rate"
"833"	368	31	"OP-HCU Stat-HPU"	"bazan NOx emission rate IHDA-GO-Nox emission rate"
"834"	405	31	"Yizraelia WDS"	"bazan NOx emission rate IHDA-GO-Nox emission rate"
"837"	34	33	"BAZAN TO-1 2 stat_TOC"	"BAZAN TO-1 2 Stat_RTO"
"838"	167	33	"Hadar NO2"	"BAZAN TO-1 2 Stat_RTO"
"839"	188	33	"Igud (check-post) SR"	"BAZAN TO-1 2 Stat_RTO"
"842"	167	34	"Hadar NO2"	"BAZAN TO-1 2 stat_TOC"
"843"	188	34	"Igud (check-post) SR"	"BAZAN TO-1 2 stat_TOC"
"856"	38	36	"BAZAN VRU activity and goals"	"BAZAN TO-4 stat_TOC"
"857"	39	36	"BAZAN VRU CONC"	"BAZAN TO-4 stat_TOC"
"858"	40	36	"BAZAN_HDS NOx Dry"	"BAZAN TO-4 stat_TOC"
"859"	41	36	"BAZAN_HDS NOX INS"	"BAZAN TO-4 stat_TOC"
"860"	42	36	"BAZAN_HPU HPU Stat"	"BAZAN TO-4 stat_TOC"
"861"	43	36	"BAZAN_HPU NOx Dry"	"BAZAN TO-4 stat_TOC"
"862"	44	36	"BAZAN_HPU NOX INS"	"BAZAN TO-4 stat_TOC"
"863"	45	36	"BAZAN_Oper B11"	"BAZAN TO-4 stat_TOC"
"864"	46	36	"BAZAN_Oper B21"	"BAZAN TO-4 stat_TOC"
"865"	47	36	"BAZAN_Oper Benzine HDS"	"BAZAN TO-4 stat_TOC"
"866"	48	36	"BAZAN_Oper Boiler31"	"BAZAN TO-4 stat_TOC"
"867"	49	36	"BAZAN_Oper CCR"	"BAZAN TO-4 stat_TOC"
"868"	50	36	"BAZAN_Oper CU.1"	"BAZAN TO-4 stat_TOC"
"869"	51	36	"BAZAN_Oper CU.3"	"BAZAN TO-4 stat_TOC"
"870"	52	36	"BAZAN_Oper CU.4"	"BAZAN TO-4 stat_TOC"
"871"	53	36	"BAZAN_Oper FCC"	"BAZAN TO-4 stat_TOC"
"872"	54	36	"BAZAN_Oper GO HDS"	"BAZAN TO-4 stat_TOC"
"873"	55	36	"BAZAN_Oper HVGO HSD"	"BAZAN TO-4 stat_TOC"
"874"	56	36	"BAZAN_Oper Isomer"	"BAZAN TO-4 stat_TOC"
"875"	57	36	"BAZAN_Oper KERO HDS"	"BAZAN TO-4 stat_TOC"
"876"	58	36	"BAZAN_Oper Vis3."	"BAZAN TO-4 stat_TOC"
"877"	59	36	"BAZAN-B11 ST_NOx_INS"	"BAZAN TO-4 stat_TOC"
"878"	61	36	"BAZAN-B21 NOx Dry"	"BAZAN TO-4 stat_TOC"
"879"	62	36	"BAZAN-B21 SCR21_NOX_INS"	"BAZAN TO-4 stat_TOC"
"880"	63	36	"BAZAN-B31 ST_NOx_INS"	"BAZAN TO-4 stat_TOC"
"881"	66	36	"BAZAN-CCR NOX INS"	"BAZAN TO-4 stat_TOC"
"882"	67	36	"Bazan-CU1 NOx Dry"	"BAZAN TO-4 stat_TOC"
"883"	68	36	"Bazan-CU1 NOX INS"	"BAZAN TO-4 stat_TOC"
"884"	70	36	"Bazan-CU1-B4 NOX INS"	"BAZAN TO-4 stat_TOC"
"885"	72	36	"Bazan-CU3 NOX INS"	"BAZAN TO-4 stat_TOC"
"886"	74	36	"Bazan-CU3-B201B NOX INS"	"BAZAN TO-4 stat_TOC"
"887"	75	36	"BAZAN-CU4 ST_NOx_INS"	"BAZAN TO-4 stat_TOC"
"888"	76	36	"BAZAN-CU4 Stack_NOx"	"BAZAN TO-4 stat_TOC"
"889"	77	36	"BAZAN-FCC NOx Dry"	"BAZAN TO-4 stat_TOC"
"890"	78	36	"BAZAN-FCC NOX INS"	"BAZAN TO-4 stat_TOC"
"891"	79	36	"BAZAN-IHDS-GO NOx Dry"	"BAZAN TO-4 stat_TOC"
"892"	80	36	"BAZAN-IHDS-GO NOX INS"	"BAZAN TO-4 stat_TOC"
"893"	82	36	"BAZAN-ISOM NOX INS"	"BAZAN TO-4 stat_TOC"
"894"	84	36	"Bazan-VIS3 NOX INS"	"BAZAN TO-4 stat_TOC"
"895"	85	36	"BAZAN6-SO2 SO2FC"	"BAZAN TO-4 stat_TOC"
"896"	86	36	"BAZAN6-SO2 SO2FCC_Stat"	"BAZAN TO-4 stat_TOC"
"897"	88	36	"BAZAN6-SO2 SO2S3-Stat"	"BAZAN TO-4 stat_TOC"
"898"	89	36	"BAZAN6-SO2 SO2S4"	"BAZAN TO-4 stat_TOC"
"899"	90	36	"BAZAN6-SO2 SO2S4-Stat"	"BAZAN TO-4 stat_TOC"
"900"	94	36	"CAOL RTO Status"	"BAZAN TO-4 stat_TOC"
"901"	96	36	"CAOL_New Boiler1-Stat"	"BAZAN TO-4 stat_TOC"
"902"	97	36	"CAOL_New Boiler2-Stat"	"BAZAN TO-4 stat_TOC"
"903"	98	36	"CAOL_New Boiler3-Stat"	"BAZAN TO-4 stat_TOC"
"904"	99	36	"CAOL_New NOB1"	"BAZAN TO-4 stat_TOC"
"905"	100	36	"CAOL_New NOB2"	"BAZAN TO-4 stat_TOC"
"906"	101	36	"CAOL_New NOB3"	"BAZAN TO-4 stat_TOC"
"907"	102	36	"CAOL_New Stat_NOx_B1"	"BAZAN TO-4 stat_TOC"
"908"	103	36	"CAOL_New Stat_Nox_B2"	"BAZAN TO-4 stat_TOC"
"909"	104	36	"CAOL_New Stat_Nox_B3"	"BAZAN TO-4 stat_TOC"
"910"	120	36	"CAUL STAT1"	"BAZAN TO-4 stat_TOC"
"911"	121	36	"CAUL STAT2"	"BAZAN TO-4 stat_TOC"
"912"	122	36	"CAUL STAT3"	"BAZAN TO-4 stat_TOC"
"913"	123	36	"D.CARMEL ITemp"	"BAZAN TO-4 stat_TOC"
"914"	125	36	"D.CARMEL RH"	"BAZAN TO-4 stat_TOC"
"915"	127	36	"D.CARMEL StWd"	"BAZAN TO-4 stat_TOC"
"916"	128	36	"D.CARMEL TEMP"	"BAZAN TO-4 stat_TOC"
"917"	129	36	"D.CARMEL WDD"	"BAZAN TO-4 stat_TOC"
"918"	130	36	"D.CARMEL WDS"	"BAZAN TO-4 stat_TOC"
"919"	144	36	"Flares NEWFF"	"BAZAN TO-4 stat_TOC"
"920"	145	36	"Flares OLDFF"	"BAZAN TO-4 stat_TOC"
"921"	147	36	"GADIV CTO Status"	"BAZAN TO-4 stat_TOC"
"922"	153	36	"GADIV_OPER PRX-start"	"BAZAN TO-4 stat_TOC"
"923"	154	36	"GADIV_OPER SPL_start"	"BAZAN TO-4 stat_TOC"
"924"	155	36	"GADIV_OPER TOL-start"	"BAZAN TO-4 stat_TOC"
"925"	156	36	"GADIV_OPER XYL-start"	"BAZAN TO-4 stat_TOC"
"926"	158	36	"Gadiv-AS2XYL1 NOX INS"	"BAZAN TO-4 stat_TOC"
"927"	160	36	"Gadiv-PAREX NOX INS"	"BAZAN TO-4 stat_TOC"
"928"	162	36	"Gadiv-TOL NOX INS"	"BAZAN TO-4 stat_TOC"
"929"	164	36	"Gadiv-XYl2 NOX INS"	"BAZAN TO-4 stat_TOC"
"930"	280	36	"mahzam 30 WIND-DIR"	"BAZAN TO-4 stat_TOC"
"931"	281	36	"mahzam 30 WIND-V6"	"BAZAN TO-4 stat_TOC"
"932"	287	36	"mahzam 40 WIND-DIR"	"BAZAN TO-4 stat_TOC"
"933"	288	36	"mahzam 40 WIND-V6"	"BAZAN TO-4 stat_TOC"
"934"	331	36	"Neve Yosef ITemp"	"BAZAN TO-4 stat_TOC"
"935"	337	36	"Neve Yosef TEMP"	"BAZAN TO-4 stat_TOC"
"936"	338	36	"Neve Yosef WDD"	"BAZAN TO-4 stat_TOC"
"937"	340	36	"OP-BZN1 B201B CU3"	"BAZAN TO-4 stat_TOC"
"938"	341	36	"OP-BZN1 cu1 B4"	"BAZAN TO-4 stat_TOC"
"939"	344	36	"OP-BZN1 Opa21"	"BAZAN TO-4 stat_TOC"
"940"	347	36	"OP-BZN1 OpaC4"	"BAZAN TO-4 stat_TOC"
"941"	349	36	"OP-BZN1 OpaFC"	"BAZAN TO-4 stat_TOC"
"942"	354	36	"OP-BZN1 OPB31-Stat"	"BAZAN TO-4 stat_TOC"
"943"	355	36	"OP-BZN1 STAT1"	"BAZAN TO-4 stat_TOC"
"944"	356	36	"OP-BZN1 STAT2"	"BAZAN TO-4 stat_TOC"
"945"	357	36	"OP-BZN1 STAT3"	"BAZAN TO-4 stat_TOC"
"946"	358	36	"OP-BZN1 STAT5"	"BAZAN TO-4 stat_TOC"
"947"	361	36	"OP-GADIV STAT1"	"BAZAN TO-4 stat_TOC"
"948"	367	36	"OP-HCU Stat-HCU"	"BAZAN TO-4 stat_TOC"
"949"	368	36	"OP-HCU Stat-HPU"	"BAZAN TO-4 stat_TOC"
"950"	394	36	"Yizraelia ITemp"	"BAZAN TO-4 stat_TOC"
"951"	402	36	"Yizraelia RH"	"BAZAN TO-4 stat_TOC"
"952"	403	36	"Yizraelia TEMP"	"BAZAN TO-4 stat_TOC"
"953"	404	36	"Yizraelia WDD"	"BAZAN TO-4 stat_TOC"
"954"	405	36	"Yizraelia WDS"	"BAZAN TO-4 stat_TOC"
"968"	39	38	"BAZAN VRU CONC"	"BAZAN VRU activity and goals"
"969"	40	38	"BAZAN_HDS NOx Dry"	"BAZAN VRU activity and goals"
"970"	41	38	"BAZAN_HDS NOX INS"	"BAZAN VRU activity and goals"
"971"	42	38	"BAZAN_HPU HPU Stat"	"BAZAN VRU activity and goals"
"972"	43	38	"BAZAN_HPU NOx Dry"	"BAZAN VRU activity and goals"
"973"	44	38	"BAZAN_HPU NOX INS"	"BAZAN VRU activity and goals"
"974"	45	38	"BAZAN_Oper B11"	"BAZAN VRU activity and goals"
"975"	46	38	"BAZAN_Oper B21"	"BAZAN VRU activity and goals"
"976"	47	38	"BAZAN_Oper Benzine HDS"	"BAZAN VRU activity and goals"
"977"	48	38	"BAZAN_Oper Boiler31"	"BAZAN VRU activity and goals"
"978"	49	38	"BAZAN_Oper CCR"	"BAZAN VRU activity and goals"
"979"	50	38	"BAZAN_Oper CU.1"	"BAZAN VRU activity and goals"
"980"	51	38	"BAZAN_Oper CU.3"	"BAZAN VRU activity and goals"
"981"	52	38	"BAZAN_Oper CU.4"	"BAZAN VRU activity and goals"
"982"	53	38	"BAZAN_Oper FCC"	"BAZAN VRU activity and goals"
"983"	54	38	"BAZAN_Oper GO HDS"	"BAZAN VRU activity and goals"
"984"	55	38	"BAZAN_Oper HVGO HSD"	"BAZAN VRU activity and goals"
"985"	56	38	"BAZAN_Oper Isomer"	"BAZAN VRU activity and goals"
"986"	57	38	"BAZAN_Oper KERO HDS"	"BAZAN VRU activity and goals"
"987"	58	38	"BAZAN_Oper Vis3."	"BAZAN VRU activity and goals"
"988"	59	38	"BAZAN-B11 ST_NOx_INS"	"BAZAN VRU activity and goals"
"989"	61	38	"BAZAN-B21 NOx Dry"	"BAZAN VRU activity and goals"
"990"	62	38	"BAZAN-B21 SCR21_NOX_INS"	"BAZAN VRU activity and goals"
"991"	63	38	"BAZAN-B31 ST_NOx_INS"	"BAZAN VRU activity and goals"
"992"	66	38	"BAZAN-CCR NOX INS"	"BAZAN VRU activity and goals"
"993"	67	38	"Bazan-CU1 NOx Dry"	"BAZAN VRU activity and goals"
"994"	68	38	"Bazan-CU1 NOX INS"	"BAZAN VRU activity and goals"
"995"	70	38	"Bazan-CU1-B4 NOX INS"	"BAZAN VRU activity and goals"
"996"	72	38	"Bazan-CU3 NOX INS"	"BAZAN VRU activity and goals"
"997"	74	38	"Bazan-CU3-B201B NOX INS"	"BAZAN VRU activity and goals"
"998"	75	38	"BAZAN-CU4 ST_NOx_INS"	"BAZAN VRU activity and goals"
"999"	76	38	"BAZAN-CU4 Stack_NOx"	"BAZAN VRU activity and goals"
"1000"	77	38	"BAZAN-FCC NOx Dry"	"BAZAN VRU activity and goals"
"1001"	78	38	"BAZAN-FCC NOX INS"	"BAZAN VRU activity and goals"
"1002"	79	38	"BAZAN-IHDS-GO NOx Dry"	"BAZAN VRU activity and goals"
"1003"	80	38	"BAZAN-IHDS-GO NOX INS"	"BAZAN VRU activity and goals"
"1004"	82	38	"BAZAN-ISOM NOX INS"	"BAZAN VRU activity and goals"
"1005"	84	38	"Bazan-VIS3 NOX INS"	"BAZAN VRU activity and goals"
"1006"	85	38	"BAZAN6-SO2 SO2FC"	"BAZAN VRU activity and goals"
"1007"	86	38	"BAZAN6-SO2 SO2FCC_Stat"	"BAZAN VRU activity and goals"
"1008"	88	38	"BAZAN6-SO2 SO2S3-Stat"	"BAZAN VRU activity and goals"
"1009"	89	38	"BAZAN6-SO2 SO2S4"	"BAZAN VRU activity and goals"
"1010"	90	38	"BAZAN6-SO2 SO2S4-Stat"	"BAZAN VRU activity and goals"
"1011"	94	38	"CAOL RTO Status"	"BAZAN VRU activity and goals"
"1012"	96	38	"CAOL_New Boiler1-Stat"	"BAZAN VRU activity and goals"
"1013"	97	38	"CAOL_New Boiler2-Stat"	"BAZAN VRU activity and goals"
"1014"	98	38	"CAOL_New Boiler3-Stat"	"BAZAN VRU activity and goals"
"1015"	99	38	"CAOL_New NOB1"	"BAZAN VRU activity and goals"
"1016"	100	38	"CAOL_New NOB2"	"BAZAN VRU activity and goals"
"1017"	101	38	"CAOL_New NOB3"	"BAZAN VRU activity and goals"
"1018"	102	38	"CAOL_New Stat_NOx_B1"	"BAZAN VRU activity and goals"
"1019"	103	38	"CAOL_New Stat_Nox_B2"	"BAZAN VRU activity and goals"
"1020"	104	38	"CAOL_New Stat_Nox_B3"	"BAZAN VRU activity and goals"
"1021"	120	38	"CAUL STAT1"	"BAZAN VRU activity and goals"
"1022"	121	38	"CAUL STAT2"	"BAZAN VRU activity and goals"
"1023"	122	38	"CAUL STAT3"	"BAZAN VRU activity and goals"
"1024"	123	38	"D.CARMEL ITemp"	"BAZAN VRU activity and goals"
"1025"	125	38	"D.CARMEL RH"	"BAZAN VRU activity and goals"
"1026"	127	38	"D.CARMEL StWd"	"BAZAN VRU activity and goals"
"1027"	128	38	"D.CARMEL TEMP"	"BAZAN VRU activity and goals"
"1028"	129	38	"D.CARMEL WDD"	"BAZAN VRU activity and goals"
"1029"	130	38	"D.CARMEL WDS"	"BAZAN VRU activity and goals"
"1030"	144	38	"Flares NEWFF"	"BAZAN VRU activity and goals"
"1031"	145	38	"Flares OLDFF"	"BAZAN VRU activity and goals"
"1032"	147	38	"GADIV CTO Status"	"BAZAN VRU activity and goals"
"1033"	153	38	"GADIV_OPER PRX-start"	"BAZAN VRU activity and goals"
"1034"	154	38	"GADIV_OPER SPL_start"	"BAZAN VRU activity and goals"
"1035"	155	38	"GADIV_OPER TOL-start"	"BAZAN VRU activity and goals"
"1036"	156	38	"GADIV_OPER XYL-start"	"BAZAN VRU activity and goals"
"1037"	158	38	"Gadiv-AS2XYL1 NOX INS"	"BAZAN VRU activity and goals"
"1038"	160	38	"Gadiv-PAREX NOX INS"	"BAZAN VRU activity and goals"
"1039"	162	38	"Gadiv-TOL NOX INS"	"BAZAN VRU activity and goals"
"1040"	164	38	"Gadiv-XYl2 NOX INS"	"BAZAN VRU activity and goals"
"1041"	280	38	"mahzam 30 WIND-DIR"	"BAZAN VRU activity and goals"
"1042"	281	38	"mahzam 30 WIND-V6"	"BAZAN VRU activity and goals"
"1043"	287	38	"mahzam 40 WIND-DIR"	"BAZAN VRU activity and goals"
"1044"	288	38	"mahzam 40 WIND-V6"	"BAZAN VRU activity and goals"
"1045"	331	38	"Neve Yosef ITemp"	"BAZAN VRU activity and goals"
"1046"	337	38	"Neve Yosef TEMP"	"BAZAN VRU activity and goals"
"1047"	338	38	"Neve Yosef WDD"	"BAZAN VRU activity and goals"
"1048"	340	38	"OP-BZN1 B201B CU3"	"BAZAN VRU activity and goals"
"1049"	341	38	"OP-BZN1 cu1 B4"	"BAZAN VRU activity and goals"
"1050"	344	38	"OP-BZN1 Opa21"	"BAZAN VRU activity and goals"
"1051"	347	38	"OP-BZN1 OpaC4"	"BAZAN VRU activity and goals"
"1052"	349	38	"OP-BZN1 OpaFC"	"BAZAN VRU activity and goals"
"1053"	354	38	"OP-BZN1 OPB31-Stat"	"BAZAN VRU activity and goals"
"1054"	355	38	"OP-BZN1 STAT1"	"BAZAN VRU activity and goals"
"1055"	356	38	"OP-BZN1 STAT2"	"BAZAN VRU activity and goals"
"1056"	357	38	"OP-BZN1 STAT3"	"BAZAN VRU activity and goals"
"1057"	358	38	"OP-BZN1 STAT5"	"BAZAN VRU activity and goals"
"1058"	361	38	"OP-GADIV STAT1"	"BAZAN VRU activity and goals"
"1059"	367	38	"OP-HCU Stat-HCU"	"BAZAN VRU activity and goals"
"1060"	368	38	"OP-HCU Stat-HPU"	"BAZAN VRU activity and goals"
"1061"	394	38	"Yizraelia ITemp"	"BAZAN VRU activity and goals"
"1062"	402	38	"Yizraelia RH"	"BAZAN VRU activity and goals"
"1063"	403	38	"Yizraelia TEMP"	"BAZAN VRU activity and goals"
"1064"	404	38	"Yizraelia WDD"	"BAZAN VRU activity and goals"
"1065"	405	38	"Yizraelia WDS"	"BAZAN VRU activity and goals"
"1071"	41	39	"BAZAN_HDS NOX INS"	"BAZAN VRU CONC"
"1072"	42	39	"BAZAN_HPU HPU Stat"	"BAZAN VRU CONC"
"1073"	44	39	"BAZAN_HPU NOX INS"	"BAZAN VRU CONC"
"1074"	45	39	"BAZAN_Oper B11"	"BAZAN VRU CONC"
"1075"	46	39	"BAZAN_Oper B21"	"BAZAN VRU CONC"
"1076"	47	39	"BAZAN_Oper Benzine HDS"	"BAZAN VRU CONC"
"1077"	48	39	"BAZAN_Oper Boiler31"	"BAZAN VRU CONC"
"1078"	49	39	"BAZAN_Oper CCR"	"BAZAN VRU CONC"
"1079"	50	39	"BAZAN_Oper CU.1"	"BAZAN VRU CONC"
"1080"	51	39	"BAZAN_Oper CU.3"	"BAZAN VRU CONC"
"1081"	52	39	"BAZAN_Oper CU.4"	"BAZAN VRU CONC"
"1082"	53	39	"BAZAN_Oper FCC"	"BAZAN VRU CONC"
"1083"	54	39	"BAZAN_Oper GO HDS"	"BAZAN VRU CONC"
"1084"	55	39	"BAZAN_Oper HVGO HSD"	"BAZAN VRU CONC"
"1085"	56	39	"BAZAN_Oper Isomer"	"BAZAN VRU CONC"
"1086"	57	39	"BAZAN_Oper KERO HDS"	"BAZAN VRU CONC"
"1087"	58	39	"BAZAN_Oper Vis3."	"BAZAN VRU CONC"
"1088"	59	39	"BAZAN-B11 ST_NOx_INS"	"BAZAN VRU CONC"
"1089"	62	39	"BAZAN-B21 SCR21_NOX_INS"	"BAZAN VRU CONC"
"1090"	63	39	"BAZAN-B31 ST_NOx_INS"	"BAZAN VRU CONC"
"1091"	66	39	"BAZAN-CCR NOX INS"	"BAZAN VRU CONC"
"1092"	68	39	"Bazan-CU1 NOX INS"	"BAZAN VRU CONC"
"1093"	70	39	"Bazan-CU1-B4 NOX INS"	"BAZAN VRU CONC"
"1094"	72	39	"Bazan-CU3 NOX INS"	"BAZAN VRU CONC"
"1095"	74	39	"Bazan-CU3-B201B NOX INS"	"BAZAN VRU CONC"
"1096"	75	39	"BAZAN-CU4 ST_NOx_INS"	"BAZAN VRU CONC"
"1097"	78	39	"BAZAN-FCC NOX INS"	"BAZAN VRU CONC"
"1098"	80	39	"BAZAN-IHDS-GO NOX INS"	"BAZAN VRU CONC"
"1099"	82	39	"BAZAN-ISOM NOX INS"	"BAZAN VRU CONC"
"1100"	84	39	"Bazan-VIS3 NOX INS"	"BAZAN VRU CONC"
"1101"	86	39	"BAZAN6-SO2 SO2FCC_Stat"	"BAZAN VRU CONC"
"1102"	88	39	"BAZAN6-SO2 SO2S3-Stat"	"BAZAN VRU CONC"
"1103"	89	39	"BAZAN6-SO2 SO2S4"	"BAZAN VRU CONC"
"1104"	90	39	"BAZAN6-SO2 SO2S4-Stat"	"BAZAN VRU CONC"
"1105"	94	39	"CAOL RTO Status"	"BAZAN VRU CONC"
"1106"	96	39	"CAOL_New Boiler1-Stat"	"BAZAN VRU CONC"
"1107"	97	39	"CAOL_New Boiler2-Stat"	"BAZAN VRU CONC"
"1108"	98	39	"CAOL_New Boiler3-Stat"	"BAZAN VRU CONC"
"1109"	102	39	"CAOL_New Stat_NOx_B1"	"BAZAN VRU CONC"
"1110"	103	39	"CAOL_New Stat_Nox_B2"	"BAZAN VRU CONC"
"1111"	104	39	"CAOL_New Stat_Nox_B3"	"BAZAN VRU CONC"
"1112"	120	39	"CAUL STAT1"	"BAZAN VRU CONC"
"1113"	121	39	"CAUL STAT2"	"BAZAN VRU CONC"
"1114"	122	39	"CAUL STAT3"	"BAZAN VRU CONC"
"1115"	123	39	"D.CARMEL ITemp"	"BAZAN VRU CONC"
"1116"	125	39	"D.CARMEL RH"	"BAZAN VRU CONC"
"1117"	128	39	"D.CARMEL TEMP"	"BAZAN VRU CONC"
"1118"	144	39	"Flares NEWFF"	"BAZAN VRU CONC"
"1119"	145	39	"Flares OLDFF"	"BAZAN VRU CONC"
"1120"	147	39	"GADIV CTO Status"	"BAZAN VRU CONC"
"1121"	153	39	"GADIV_OPER PRX-start"	"BAZAN VRU CONC"
"1122"	154	39	"GADIV_OPER SPL_start"	"BAZAN VRU CONC"
"1123"	155	39	"GADIV_OPER TOL-start"	"BAZAN VRU CONC"
"1124"	156	39	"GADIV_OPER XYL-start"	"BAZAN VRU CONC"
"1125"	158	39	"Gadiv-AS2XYL1 NOX INS"	"BAZAN VRU CONC"
"1126"	160	39	"Gadiv-PAREX NOX INS"	"BAZAN VRU CONC"
"1127"	162	39	"Gadiv-TOL NOX INS"	"BAZAN VRU CONC"
"1128"	164	39	"Gadiv-XYl2 NOX INS"	"BAZAN VRU CONC"
"1129"	331	39	"Neve Yosef ITemp"	"BAZAN VRU CONC"
"1130"	337	39	"Neve Yosef TEMP"	"BAZAN VRU CONC"
"1131"	338	39	"Neve Yosef WDD"	"BAZAN VRU CONC"
"1132"	354	39	"OP-BZN1 OPB31-Stat"	"BAZAN VRU CONC"
"1133"	355	39	"OP-BZN1 STAT1"	"BAZAN VRU CONC"
"1134"	356	39	"OP-BZN1 STAT2"	"BAZAN VRU CONC"
"1135"	357	39	"OP-BZN1 STAT3"	"BAZAN VRU CONC"
"1136"	358	39	"OP-BZN1 STAT5"	"BAZAN VRU CONC"
"1137"	361	39	"OP-GADIV STAT1"	"BAZAN VRU CONC"
"1138"	367	39	"OP-HCU Stat-HCU"	"BAZAN VRU CONC"
"1139"	368	39	"OP-HCU Stat-HPU"	"BAZAN VRU CONC"
"1140"	394	39	"Yizraelia ITemp"	"BAZAN VRU CONC"
"1141"	402	39	"Yizraelia RH"	"BAZAN VRU CONC"
"1142"	403	39	"Yizraelia TEMP"	"BAZAN VRU CONC"
"1143"	404	39	"Yizraelia WDD"	"BAZAN VRU CONC"
"1144"	405	39	"Yizraelia WDS"	"BAZAN VRU CONC"
"1153"	41	40	"BAZAN_HDS NOX INS"	"BAZAN_HDS NOx Dry"
"1154"	42	40	"BAZAN_HPU HPU Stat"	"BAZAN_HDS NOx Dry"
"1155"	44	40	"BAZAN_HPU NOX INS"	"BAZAN_HDS NOx Dry"
"1156"	45	40	"BAZAN_Oper B11"	"BAZAN_HDS NOx Dry"
"1157"	46	40	"BAZAN_Oper B21"	"BAZAN_HDS NOx Dry"
"1158"	47	40	"BAZAN_Oper Benzine HDS"	"BAZAN_HDS NOx Dry"
"1159"	48	40	"BAZAN_Oper Boiler31"	"BAZAN_HDS NOx Dry"
"1160"	49	40	"BAZAN_Oper CCR"	"BAZAN_HDS NOx Dry"
"1161"	50	40	"BAZAN_Oper CU.1"	"BAZAN_HDS NOx Dry"
"1162"	51	40	"BAZAN_Oper CU.3"	"BAZAN_HDS NOx Dry"
"1163"	52	40	"BAZAN_Oper CU.4"	"BAZAN_HDS NOx Dry"
"1164"	53	40	"BAZAN_Oper FCC"	"BAZAN_HDS NOx Dry"
"1165"	54	40	"BAZAN_Oper GO HDS"	"BAZAN_HDS NOx Dry"
"1166"	55	40	"BAZAN_Oper HVGO HSD"	"BAZAN_HDS NOx Dry"
"1167"	56	40	"BAZAN_Oper Isomer"	"BAZAN_HDS NOx Dry"
"1168"	57	40	"BAZAN_Oper KERO HDS"	"BAZAN_HDS NOx Dry"
"1169"	58	40	"BAZAN_Oper Vis3."	"BAZAN_HDS NOx Dry"
"1170"	59	40	"BAZAN-B11 ST_NOx_INS"	"BAZAN_HDS NOx Dry"
"1171"	62	40	"BAZAN-B21 SCR21_NOX_INS"	"BAZAN_HDS NOx Dry"
"1172"	63	40	"BAZAN-B31 ST_NOx_INS"	"BAZAN_HDS NOx Dry"
"1173"	66	40	"BAZAN-CCR NOX INS"	"BAZAN_HDS NOx Dry"
"1174"	68	40	"Bazan-CU1 NOX INS"	"BAZAN_HDS NOx Dry"
"1175"	70	40	"Bazan-CU1-B4 NOX INS"	"BAZAN_HDS NOx Dry"
"1176"	72	40	"Bazan-CU3 NOX INS"	"BAZAN_HDS NOx Dry"
"1177"	74	40	"Bazan-CU3-B201B NOX INS"	"BAZAN_HDS NOx Dry"
