"ind.row"	"ind.col"	"rnm"	"cnm"
"2681"	154	54	"GADIV_OPER SPL_start"	"BAZAN_Oper GO HDS"
"2682"	155	54	"GADIV_OPER TOL-start"	"BAZAN_Oper GO HDS"
"2683"	156	54	"GADIV_OPER XYL-start"	"BAZAN_Oper GO HDS"
"2684"	158	54	"Gadiv-AS2XYL1 NOX INS"	"BAZAN_Oper GO HDS"
"2685"	160	54	"Gadiv-PAREX NOX INS"	"BAZAN_Oper GO HDS"
"2686"	162	54	"Gadiv-TOL NOX INS"	"BAZAN_Oper GO HDS"
"2687"	164	54	"Gadiv-XYl2 NOX INS"	"BAZAN_Oper GO HDS"
"2688"	280	54	"mahzam 30 WIND-DIR"	"BAZAN_Oper GO HDS"
"2689"	281	54	"mahzam 30 WIND-V6"	"BAZAN_Oper GO HDS"
"2690"	287	54	"mahzam 40 WIND-DIR"	"BAZAN_Oper GO HDS"
"2691"	288	54	"mahzam 40 WIND-V6"	"BAZAN_Oper GO HDS"
"2692"	331	54	"Neve Yosef ITemp"	"BAZAN_Oper GO HDS"
"2693"	337	54	"Neve Yosef TEMP"	"BAZAN_Oper GO HDS"
"2694"	338	54	"Neve Yosef WDD"	"BAZAN_Oper GO HDS"
"2695"	340	54	"OP-BZN1 B201B CU3"	"BAZAN_Oper GO HDS"
"2696"	341	54	"OP-BZN1 cu1 B4"	"BAZAN_Oper GO HDS"
"2697"	344	54	"OP-BZN1 Opa21"	"BAZAN_Oper GO HDS"
"2698"	347	54	"OP-BZN1 OpaC4"	"BAZAN_Oper GO HDS"
"2699"	349	54	"OP-BZN1 OpaFC"	"BAZAN_Oper GO HDS"
"2700"	354	54	"OP-BZN1 OPB31-Stat"	"BAZAN_Oper GO HDS"
"2701"	355	54	"OP-BZN1 STAT1"	"BAZAN_Oper GO HDS"
"2702"	356	54	"OP-BZN1 STAT2"	"BAZAN_Oper GO HDS"
"2703"	357	54	"OP-BZN1 STAT3"	"BAZAN_Oper GO HDS"
"2704"	358	54	"OP-BZN1 STAT5"	"BAZAN_Oper GO HDS"
"2705"	361	54	"OP-GADIV STAT1"	"BAZAN_Oper GO HDS"
"2706"	367	54	"OP-HCU Stat-HCU"	"BAZAN_Oper GO HDS"
"2707"	368	54	"OP-HCU Stat-HPU"	"BAZAN_Oper GO HDS"
"2708"	394	54	"Yizraelia ITemp"	"BAZAN_Oper GO HDS"
"2709"	402	54	"Yizraelia RH"	"BAZAN_Oper GO HDS"
"2710"	403	54	"Yizraelia TEMP"	"BAZAN_Oper GO HDS"
"2711"	404	54	"Yizraelia WDD"	"BAZAN_Oper GO HDS"
"2712"	405	54	"Yizraelia WDS"	"BAZAN_Oper GO HDS"
"2742"	56	55	"BAZAN_Oper Isomer"	"BAZAN_Oper HVGO HSD"
"2743"	57	55	"BAZAN_Oper KERO HDS"	"BAZAN_Oper HVGO HSD"
"2744"	58	55	"BAZAN_Oper Vis3."	"BAZAN_Oper HVGO HSD"
"2745"	59	55	"BAZAN-B11 ST_NOx_INS"	"BAZAN_Oper HVGO HSD"
"2746"	61	55	"BAZAN-B21 NOx Dry"	"BAZAN_Oper HVGO HSD"
"2747"	62	55	"BAZAN-B21 SCR21_NOX_INS"	"BAZAN_Oper HVGO HSD"
"2748"	63	55	"BAZAN-B31 ST_NOx_INS"	"BAZAN_Oper HVGO HSD"
"2749"	66	55	"BAZAN-CCR NOX INS"	"BAZAN_Oper HVGO HSD"
"2750"	67	55	"Bazan-CU1 NOx Dry"	"BAZAN_Oper HVGO HSD"
"2751"	68	55	"Bazan-CU1 NOX INS"	"BAZAN_Oper HVGO HSD"
"2752"	70	55	"Bazan-CU1-B4 NOX INS"	"BAZAN_Oper HVGO HSD"
"2753"	72	55	"Bazan-CU3 NOX INS"	"BAZAN_Oper HVGO HSD"
"2754"	74	55	"Bazan-CU3-B201B NOX INS"	"BAZAN_Oper HVGO HSD"
"2755"	75	55	"BAZAN-CU4 ST_NOx_INS"	"BAZAN_Oper HVGO HSD"
"2756"	76	55	"BAZAN-CU4 Stack_NOx"	"BAZAN_Oper HVGO HSD"
"2757"	77	55	"BAZAN-FCC NOx Dry"	"BAZAN_Oper HVGO HSD"
"2758"	78	55	"BAZAN-FCC NOX INS"	"BAZAN_Oper HVGO HSD"
"2759"	79	55	"BAZAN-IHDS-GO NOx Dry"	"BAZAN_Oper HVGO HSD"
"2760"	80	55	"BAZAN-IHDS-GO NOX INS"	"BAZAN_Oper HVGO HSD"
"2761"	82	55	"BAZAN-ISOM NOX INS"	"BAZAN_Oper HVGO HSD"
"2762"	84	55	"Bazan-VIS3 NOX INS"	"BAZAN_Oper HVGO HSD"
"2763"	85	55	"BAZAN6-SO2 SO2FC"	"BAZAN_Oper HVGO HSD"
"2764"	86	55	"BAZAN6-SO2 SO2FCC_Stat"	"BAZAN_Oper HVGO HSD"
"2765"	88	55	"BAZAN6-SO2 SO2S3-Stat"	"BAZAN_Oper HVGO HSD"
"2766"	89	55	"BAZAN6-SO2 SO2S4"	"BAZAN_Oper HVGO HSD"
"2767"	90	55	"BAZAN6-SO2 SO2S4-Stat"	"BAZAN_Oper HVGO HSD"
"2768"	94	55	"CAOL RTO Status"	"BAZAN_Oper HVGO HSD"
"2769"	96	55	"CAOL_New Boiler1-Stat"	"BAZAN_Oper HVGO HSD"
"2770"	97	55	"CAOL_New Boiler2-Stat"	"BAZAN_Oper HVGO HSD"
"2771"	98	55	"CAOL_New Boiler3-Stat"	"BAZAN_Oper HVGO HSD"
"2772"	99	55	"CAOL_New NOB1"	"BAZAN_Oper HVGO HSD"
"2773"	100	55	"CAOL_New NOB2"	"BAZAN_Oper HVGO HSD"
"2774"	101	55	"CAOL_New NOB3"	"BAZAN_Oper HVGO HSD"
"2775"	102	55	"CAOL_New Stat_NOx_B1"	"BAZAN_Oper HVGO HSD"
"2776"	103	55	"CAOL_New Stat_Nox_B2"	"BAZAN_Oper HVGO HSD"
"2777"	104	55	"CAOL_New Stat_Nox_B3"	"BAZAN_Oper HVGO HSD"
"2778"	120	55	"CAUL STAT1"	"BAZAN_Oper HVGO HSD"
"2779"	121	55	"CAUL STAT2"	"BAZAN_Oper HVGO HSD"
"2780"	122	55	"CAUL STAT3"	"BAZAN_Oper HVGO HSD"
"2781"	123	55	"D.CARMEL ITemp"	"BAZAN_Oper HVGO HSD"
"2782"	125	55	"D.CARMEL RH"	"BAZAN_Oper HVGO HSD"
"2783"	127	55	"D.CARMEL StWd"	"BAZAN_Oper HVGO HSD"
"2784"	128	55	"D.CARMEL TEMP"	"BAZAN_Oper HVGO HSD"
"2785"	129	55	"D.CARMEL WDD"	"BAZAN_Oper HVGO HSD"
"2786"	130	55	"D.CARMEL WDS"	"BAZAN_Oper HVGO HSD"
"2787"	144	55	"Flares NEWFF"	"BAZAN_Oper HVGO HSD"
"2788"	145	55	"Flares OLDFF"	"BAZAN_Oper HVGO HSD"
"2789"	147	55	"GADIV CTO Status"	"BAZAN_Oper HVGO HSD"
"2790"	153	55	"GADIV_OPER PRX-start"	"BAZAN_Oper HVGO HSD"
"2791"	154	55	"GADIV_OPER SPL_start"	"BAZAN_Oper HVGO HSD"
"2792"	155	55	"GADIV_OPER TOL-start"	"BAZAN_Oper HVGO HSD"
"2793"	156	55	"GADIV_OPER XYL-start"	"BAZAN_Oper HVGO HSD"
"2794"	158	55	"Gadiv-AS2XYL1 NOX INS"	"BAZAN_Oper HVGO HSD"
"2795"	160	55	"Gadiv-PAREX NOX INS"	"BAZAN_Oper HVGO HSD"
"2796"	162	55	"Gadiv-TOL NOX INS"	"BAZAN_Oper HVGO HSD"
"2797"	164	55	"Gadiv-XYl2 NOX INS"	"BAZAN_Oper HVGO HSD"
"2798"	280	55	"mahzam 30 WIND-DIR"	"BAZAN_Oper HVGO HSD"
"2799"	281	55	"mahzam 30 WIND-V6"	"BAZAN_Oper HVGO HSD"
"2800"	287	55	"mahzam 40 WIND-DIR"	"BAZAN_Oper HVGO HSD"
"2801"	288	55	"mahzam 40 WIND-V6"	"BAZAN_Oper HVGO HSD"
"2802"	331	55	"Neve Yosef ITemp"	"BAZAN_Oper HVGO HSD"
"2803"	337	55	"Neve Yosef TEMP"	"BAZAN_Oper HVGO HSD"
"2804"	338	55	"Neve Yosef WDD"	"BAZAN_Oper HVGO HSD"
"2805"	340	55	"OP-BZN1 B201B CU3"	"BAZAN_Oper HVGO HSD"
"2806"	341	55	"OP-BZN1 cu1 B4"	"BAZAN_Oper HVGO HSD"
"2807"	344	55	"OP-BZN1 Opa21"	"BAZAN_Oper HVGO HSD"
"2808"	347	55	"OP-BZN1 OpaC4"	"BAZAN_Oper HVGO HSD"
"2809"	349	55	"OP-BZN1 OpaFC"	"BAZAN_Oper HVGO HSD"
"2810"	354	55	"OP-BZN1 OPB31-Stat"	"BAZAN_Oper HVGO HSD"
"2811"	355	55	"OP-BZN1 STAT1"	"BAZAN_Oper HVGO HSD"
"2812"	356	55	"OP-BZN1 STAT2"	"BAZAN_Oper HVGO HSD"
"2813"	357	55	"OP-BZN1 STAT3"	"BAZAN_Oper HVGO HSD"
"2814"	358	55	"OP-BZN1 STAT5"	"BAZAN_Oper HVGO HSD"
"2815"	361	55	"OP-GADIV STAT1"	"BAZAN_Oper HVGO HSD"
"2816"	367	55	"OP-HCU Stat-HCU"	"BAZAN_Oper HVGO HSD"
"2817"	368	55	"OP-HCU Stat-HPU"	"BAZAN_Oper HVGO HSD"
"2818"	394	55	"Yizraelia ITemp"	"BAZAN_Oper HVGO HSD"
"2819"	402	55	"Yizraelia RH"	"BAZAN_Oper HVGO HSD"
"2820"	403	55	"Yizraelia TEMP"	"BAZAN_Oper HVGO HSD"
"2821"	404	55	"Yizraelia WDD"	"BAZAN_Oper HVGO HSD"
"2822"	405	55	"Yizraelia WDS"	"BAZAN_Oper HVGO HSD"
"2851"	57	56	"BAZAN_Oper KERO HDS"	"BAZAN_Oper Isomer"
"2852"	58	56	"BAZAN_Oper Vis3."	"BAZAN_Oper Isomer"
"2853"	59	56	"BAZAN-B11 ST_NOx_INS"	"BAZAN_Oper Isomer"
"2854"	61	56	"BAZAN-B21 NOx Dry"	"BAZAN_Oper Isomer"
"2855"	62	56	"BAZAN-B21 SCR21_NOX_INS"	"BAZAN_Oper Isomer"
"2856"	63	56	"BAZAN-B31 ST_NOx_INS"	"BAZAN_Oper Isomer"
"2857"	66	56	"BAZAN-CCR NOX INS"	"BAZAN_Oper Isomer"
"2858"	68	56	"Bazan-CU1 NOX INS"	"BAZAN_Oper Isomer"
"2859"	70	56	"Bazan-CU1-B4 NOX INS"	"BAZAN_Oper Isomer"
"2860"	72	56	"Bazan-CU3 NOX INS"	"BAZAN_Oper Isomer"
"2861"	74	56	"Bazan-CU3-B201B NOX INS"	"BAZAN_Oper Isomer"
"2862"	75	56	"BAZAN-CU4 ST_NOx_INS"	"BAZAN_Oper Isomer"
"2863"	77	56	"BAZAN-FCC NOx Dry"	"BAZAN_Oper Isomer"
"2864"	78	56	"BAZAN-FCC NOX INS"	"BAZAN_Oper Isomer"
"2865"	79	56	"BAZAN-IHDS-GO NOx Dry"	"BAZAN_Oper Isomer"
"2866"	80	56	"BAZAN-IHDS-GO NOX INS"	"BAZAN_Oper Isomer"
"2867"	82	56	"BAZAN-ISOM NOX INS"	"BAZAN_Oper Isomer"
"2868"	84	56	"Bazan-VIS3 NOX INS"	"BAZAN_Oper Isomer"
"2869"	85	56	"BAZAN6-SO2 SO2FC"	"BAZAN_Oper Isomer"
"2870"	86	56	"BAZAN6-SO2 SO2FCC_Stat"	"BAZAN_Oper Isomer"
"2871"	88	56	"BAZAN6-SO2 SO2S3-Stat"	"BAZAN_Oper Isomer"
"2872"	89	56	"BAZAN6-SO2 SO2S4"	"BAZAN_Oper Isomer"
"2873"	90	56	"BAZAN6-SO2 SO2S4-Stat"	"BAZAN_Oper Isomer"
"2874"	94	56	"CAOL RTO Status"	"BAZAN_Oper Isomer"
"2875"	96	56	"CAOL_New Boiler1-Stat"	"BAZAN_Oper Isomer"
"2876"	97	56	"CAOL_New Boiler2-Stat"	"BAZAN_Oper Isomer"
"2877"	98	56	"CAOL_New Boiler3-Stat"	"BAZAN_Oper Isomer"
"2878"	99	56	"CAOL_New NOB1"	"BAZAN_Oper Isomer"
"2879"	100	56	"CAOL_New NOB2"	"BAZAN_Oper Isomer"
"2880"	101	56	"CAOL_New NOB3"	"BAZAN_Oper Isomer"
"2881"	102	56	"CAOL_New Stat_NOx_B1"	"BAZAN_Oper Isomer"
"2882"	103	56	"CAOL_New Stat_Nox_B2"	"BAZAN_Oper Isomer"
"2883"	104	56	"CAOL_New Stat_Nox_B3"	"BAZAN_Oper Isomer"
"2884"	120	56	"CAUL STAT1"	"BAZAN_Oper Isomer"
"2885"	121	56	"CAUL STAT2"	"BAZAN_Oper Isomer"
"2886"	122	56	"CAUL STAT3"	"BAZAN_Oper Isomer"
"2887"	123	56	"D.CARMEL ITemp"	"BAZAN_Oper Isomer"
"2888"	125	56	"D.CARMEL RH"	"BAZAN_Oper Isomer"
"2889"	127	56	"D.CARMEL StWd"	"BAZAN_Oper Isomer"
"2890"	128	56	"D.CARMEL TEMP"	"BAZAN_Oper Isomer"
"2891"	130	56	"D.CARMEL WDS"	"BAZAN_Oper Isomer"
"2892"	144	56	"Flares NEWFF"	"BAZAN_Oper Isomer"
"2893"	145	56	"Flares OLDFF"	"BAZAN_Oper Isomer"
"2894"	147	56	"GADIV CTO Status"	"BAZAN_Oper Isomer"
"2895"	153	56	"GADIV_OPER PRX-start"	"BAZAN_Oper Isomer"
"2896"	154	56	"GADIV_OPER SPL_start"	"BAZAN_Oper Isomer"
"2897"	155	56	"GADIV_OPER TOL-start"	"BAZAN_Oper Isomer"
"2898"	156	56	"GADIV_OPER XYL-start"	"BAZAN_Oper Isomer"
"2899"	158	56	"Gadiv-AS2XYL1 NOX INS"	"BAZAN_Oper Isomer"
"2900"	160	56	"Gadiv-PAREX NOX INS"	"BAZAN_Oper Isomer"
"2901"	162	56	"Gadiv-TOL NOX INS"	"BAZAN_Oper Isomer"
"2902"	164	56	"Gadiv-XYl2 NOX INS"	"BAZAN_Oper Isomer"
"2903"	280	56	"mahzam 30 WIND-DIR"	"BAZAN_Oper Isomer"
"2904"	281	56	"mahzam 30 WIND-V6"	"BAZAN_Oper Isomer"
"2905"	287	56	"mahzam 40 WIND-DIR"	"BAZAN_Oper Isomer"
"2906"	288	56	"mahzam 40 WIND-V6"	"BAZAN_Oper Isomer"
"2907"	331	56	"Neve Yosef ITemp"	"BAZAN_Oper Isomer"
"2908"	337	56	"Neve Yosef TEMP"	"BAZAN_Oper Isomer"
"2909"	338	56	"Neve Yosef WDD"	"BAZAN_Oper Isomer"
"2910"	340	56	"OP-BZN1 B201B CU3"	"BAZAN_Oper Isomer"
"2911"	341	56	"OP-BZN1 cu1 B4"	"BAZAN_Oper Isomer"
"2912"	347	56	"OP-BZN1 OpaC4"	"BAZAN_Oper Isomer"
"2913"	349	56	"OP-BZN1 OpaFC"	"BAZAN_Oper Isomer"
"2914"	354	56	"OP-BZN1 OPB31-Stat"	"BAZAN_Oper Isomer"
"2915"	355	56	"OP-BZN1 STAT1"	"BAZAN_Oper Isomer"
"2916"	356	56	"OP-BZN1 STAT2"	"BAZAN_Oper Isomer"
"2917"	357	56	"OP-BZN1 STAT3"	"BAZAN_Oper Isomer"
"2918"	358	56	"OP-BZN1 STAT5"	"BAZAN_Oper Isomer"
"2919"	361	56	"OP-GADIV STAT1"	"BAZAN_Oper Isomer"
"2920"	367	56	"OP-HCU Stat-HCU"	"BAZAN_Oper Isomer"
"2921"	368	56	"OP-HCU Stat-HPU"	"BAZAN_Oper Isomer"
"2922"	394	56	"Yizraelia ITemp"	"BAZAN_Oper Isomer"
"2923"	402	56	"Yizraelia RH"	"BAZAN_Oper Isomer"
"2924"	403	56	"Yizraelia TEMP"	"BAZAN_Oper Isomer"
"2925"	404	56	"Yizraelia WDD"	"BAZAN_Oper Isomer"
"2926"	405	56	"Yizraelia WDS"	"BAZAN_Oper Isomer"
"2958"	58	57	"BAZAN_Oper Vis3."	"BAZAN_Oper KERO HDS"
"2959"	59	57	"BAZAN-B11 ST_NOx_INS"	"BAZAN_Oper KERO HDS"
"2960"	61	57	"BAZAN-B21 NOx Dry"	"BAZAN_Oper KERO HDS"
"2961"	62	57	"BAZAN-B21 SCR21_NOX_INS"	"BAZAN_Oper KERO HDS"
"2962"	63	57	"BAZAN-B31 ST_NOx_INS"	"BAZAN_Oper KERO HDS"
"2963"	66	57	"BAZAN-CCR NOX INS"	"BAZAN_Oper KERO HDS"
"2964"	67	57	"Bazan-CU1 NOx Dry"	"BAZAN_Oper KERO HDS"
"2965"	68	57	"Bazan-CU1 NOX INS"	"BAZAN_Oper KERO HDS"
"2966"	70	57	"Bazan-CU1-B4 NOX INS"	"BAZAN_Oper KERO HDS"
"2967"	72	57	"Bazan-CU3 NOX INS"	"BAZAN_Oper KERO HDS"
"2968"	74	57	"Bazan-CU3-B201B NOX INS"	"BAZAN_Oper KERO HDS"
"2969"	75	57	"BAZAN-CU4 ST_NOx_INS"	"BAZAN_Oper KERO HDS"
"2970"	76	57	"BAZAN-CU4 Stack_NOx"	"BAZAN_Oper KERO HDS"
"2971"	77	57	"BAZAN-FCC NOx Dry"	"BAZAN_Oper KERO HDS"
"2972"	78	57	"BAZAN-FCC NOX INS"	"BAZAN_Oper KERO HDS"
"2973"	79	57	"BAZAN-IHDS-GO NOx Dry"	"BAZAN_Oper KERO HDS"
"2974"	80	57	"BAZAN-IHDS-GO NOX INS"	"BAZAN_Oper KERO HDS"
"2975"	82	57	"BAZAN-ISOM NOX INS"	"BAZAN_Oper KERO HDS"
"2976"	84	57	"Bazan-VIS3 NOX INS"	"BAZAN_Oper KERO HDS"
"2977"	85	57	"BAZAN6-SO2 SO2FC"	"BAZAN_Oper KERO HDS"
"2978"	86	57	"BAZAN6-SO2 SO2FCC_Stat"	"BAZAN_Oper KERO HDS"
"2979"	88	57	"BAZAN6-SO2 SO2S3-Stat"	"BAZAN_Oper KERO HDS"
"2980"	89	57	"BAZAN6-SO2 SO2S4"	"BAZAN_Oper KERO HDS"
"2981"	90	57	"BAZAN6-SO2 SO2S4-Stat"	"BAZAN_Oper KERO HDS"
"2982"	94	57	"CAOL RTO Status"	"BAZAN_Oper KERO HDS"
"2983"	96	57	"CAOL_New Boiler1-Stat"	"BAZAN_Oper KERO HDS"
"2984"	97	57	"CAOL_New Boiler2-Stat"	"BAZAN_Oper KERO HDS"
"2985"	98	57	"CAOL_New Boiler3-Stat"	"BAZAN_Oper KERO HDS"
"2986"	99	57	"CAOL_New NOB1"	"BAZAN_Oper KERO HDS"
"2987"	100	57	"CAOL_New NOB2"	"BAZAN_Oper KERO HDS"
"2988"	101	57	"CAOL_New NOB3"	"BAZAN_Oper KERO HDS"
"2989"	102	57	"CAOL_New Stat_NOx_B1"	"BAZAN_Oper KERO HDS"
"2990"	103	57	"CAOL_New Stat_Nox_B2"	"BAZAN_Oper KERO HDS"
"2991"	104	57	"CAOL_New Stat_Nox_B3"	"BAZAN_Oper KERO HDS"
"2992"	120	57	"CAUL STAT1"	"BAZAN_Oper KERO HDS"
"2993"	121	57	"CAUL STAT2"	"BAZAN_Oper KERO HDS"
"2994"	122	57	"CAUL STAT3"	"BAZAN_Oper KERO HDS"
"2995"	123	57	"D.CARMEL ITemp"	"BAZAN_Oper KERO HDS"
"2996"	125	57	"D.CARMEL RH"	"BAZAN_Oper KERO HDS"
"2997"	127	57	"D.CARMEL StWd"	"BAZAN_Oper KERO HDS"
"2998"	128	57	"D.CARMEL TEMP"	"BAZAN_Oper KERO HDS"
"2999"	129	57	"D.CARMEL WDD"	"BAZAN_Oper KERO HDS"
"3000"	130	57	"D.CARMEL WDS"	"BAZAN_Oper KERO HDS"
"3001"	144	57	"Flares NEWFF"	"BAZAN_Oper KERO HDS"
"3002"	145	57	"Flares OLDFF"	"BAZAN_Oper KERO HDS"
"3003"	147	57	"GADIV CTO Status"	"BAZAN_Oper KERO HDS"
"3004"	153	57	"GADIV_OPER PRX-start"	"BAZAN_Oper KERO HDS"
"3005"	154	57	"GADIV_OPER SPL_start"	"BAZAN_Oper KERO HDS"
"3006"	155	57	"GADIV_OPER TOL-start"	"BAZAN_Oper KERO HDS"
"3007"	156	57	"GADIV_OPER XYL-start"	"BAZAN_Oper KERO HDS"
"3008"	158	57	"Gadiv-AS2XYL1 NOX INS"	"BAZAN_Oper KERO HDS"
"3009"	160	57	"Gadiv-PAREX NOX INS"	"BAZAN_Oper KERO HDS"
"3010"	162	57	"Gadiv-TOL NOX INS"	"BAZAN_Oper KERO HDS"
"3011"	164	57	"Gadiv-XYl2 NOX INS"	"BAZAN_Oper KERO HDS"
"3012"	280	57	"mahzam 30 WIND-DIR"	"BAZAN_Oper KERO HDS"
"3013"	281	57	"mahzam 30 WIND-V6"	"BAZAN_Oper KERO HDS"
"3014"	287	57	"mahzam 40 WIND-DIR"	"BAZAN_Oper KERO HDS"
"3015"	288	57	"mahzam 40 WIND-V6"	"BAZAN_Oper KERO HDS"
"3016"	331	57	"Neve Yosef ITemp"	"BAZAN_Oper KERO HDS"
"3017"	337	57	"Neve Yosef TEMP"	"BAZAN_Oper KERO HDS"
"3018"	338	57	"Neve Yosef WDD"	"BAZAN_Oper KERO HDS"
"3019"	340	57	"OP-BZN1 B201B CU3"	"BAZAN_Oper KERO HDS"
"3020"	341	57	"OP-BZN1 cu1 B4"	"BAZAN_Oper KERO HDS"
"3021"	344	57	"OP-BZN1 Opa21"	"BAZAN_Oper KERO HDS"
"3022"	347	57	"OP-BZN1 OpaC4"	"BAZAN_Oper KERO HDS"
"3023"	349	57	"OP-BZN1 OpaFC"	"BAZAN_Oper KERO HDS"
"3024"	354	57	"OP-BZN1 OPB31-Stat"	"BAZAN_Oper KERO HDS"
"3025"	355	57	"OP-BZN1 STAT1"	"BAZAN_Oper KERO HDS"
"3026"	356	57	"OP-BZN1 STAT2"	"BAZAN_Oper KERO HDS"
"3027"	357	57	"OP-BZN1 STAT3"	"BAZAN_Oper KERO HDS"
"3028"	358	57	"OP-BZN1 STAT5"	"BAZAN_Oper KERO HDS"
"3029"	361	57	"OP-GADIV STAT1"	"BAZAN_Oper KERO HDS"
"3030"	367	57	"OP-HCU Stat-HCU"	"BAZAN_Oper KERO HDS"
"3031"	368	57	"OP-HCU Stat-HPU"	"BAZAN_Oper KERO HDS"
"3032"	394	57	"Yizraelia ITemp"	"BAZAN_Oper KERO HDS"
"3033"	402	57	"Yizraelia RH"	"BAZAN_Oper KERO HDS"
"3034"	403	57	"Yizraelia TEMP"	"BAZAN_Oper KERO HDS"
"3035"	404	57	"Yizraelia WDD"	"BAZAN_Oper KERO HDS"
"3036"	405	57	"Yizraelia WDS"	"BAZAN_Oper KERO HDS"
"3068"	59	58	"BAZAN-B11 ST_NOx_INS"	"BAZAN_Oper Vis3."
"3069"	61	58	"BAZAN-B21 NOx Dry"	"BAZAN_Oper Vis3."
"3070"	62	58	"BAZAN-B21 SCR21_NOX_INS"	"BAZAN_Oper Vis3."
"3071"	63	58	"BAZAN-B31 ST_NOx_INS"	"BAZAN_Oper Vis3."
"3072"	66	58	"BAZAN-CCR NOX INS"	"BAZAN_Oper Vis3."
"3073"	68	58	"Bazan-CU1 NOX INS"	"BAZAN_Oper Vis3."
"3074"	70	58	"Bazan-CU1-B4 NOX INS"	"BAZAN_Oper Vis3."
"3075"	72	58	"Bazan-CU3 NOX INS"	"BAZAN_Oper Vis3."
"3076"	74	58	"Bazan-CU3-B201B NOX INS"	"BAZAN_Oper Vis3."
"3077"	75	58	"BAZAN-CU4 ST_NOx_INS"	"BAZAN_Oper Vis3."
"3078"	77	58	"BAZAN-FCC NOx Dry"	"BAZAN_Oper Vis3."
"3079"	78	58	"BAZAN-FCC NOX INS"	"BAZAN_Oper Vis3."
"3080"	79	58	"BAZAN-IHDS-GO NOx Dry"	"BAZAN_Oper Vis3."
"3081"	80	58	"BAZAN-IHDS-GO NOX INS"	"BAZAN_Oper Vis3."
"3082"	82	58	"BAZAN-ISOM NOX INS"	"BAZAN_Oper Vis3."
"3083"	84	58	"Bazan-VIS3 NOX INS"	"BAZAN_Oper Vis3."
"3084"	85	58	"BAZAN6-SO2 SO2FC"	"BAZAN_Oper Vis3."
"3085"	86	58	"BAZAN6-SO2 SO2FCC_Stat"	"BAZAN_Oper Vis3."
"3086"	88	58	"BAZAN6-SO2 SO2S3-Stat"	"BAZAN_Oper Vis3."
"3087"	89	58	"BAZAN6-SO2 SO2S4"	"BAZAN_Oper Vis3."
"3088"	90	58	"BAZAN6-SO2 SO2S4-Stat"	"BAZAN_Oper Vis3."
"3089"	94	58	"CAOL RTO Status"	"BAZAN_Oper Vis3."
"3090"	96	58	"CAOL_New Boiler1-Stat"	"BAZAN_Oper Vis3."
"3091"	97	58	"CAOL_New Boiler2-Stat"	"BAZAN_Oper Vis3."
"3092"	98	58	"CAOL_New Boiler3-Stat"	"BAZAN_Oper Vis3."
"3093"	99	58	"CAOL_New NOB1"	"BAZAN_Oper Vis3."
"3094"	100	58	"CAOL_New NOB2"	"BAZAN_Oper Vis3."
"3095"	101	58	"CAOL_New NOB3"	"BAZAN_Oper Vis3."
"3096"	102	58	"CAOL_New Stat_NOx_B1"	"BAZAN_Oper Vis3."
"3097"	103	58	"CAOL_New Stat_Nox_B2"	"BAZAN_Oper Vis3."
"3098"	104	58	"CAOL_New Stat_Nox_B3"	"BAZAN_Oper Vis3."
"3099"	120	58	"CAUL STAT1"	"BAZAN_Oper Vis3."
"3100"	121	58	"CAUL STAT2"	"BAZAN_Oper Vis3."
"3101"	122	58	"CAUL STAT3"	"BAZAN_Oper Vis3."
"3102"	123	58	"D.CARMEL ITemp"	"BAZAN_Oper Vis3."
"3103"	125	58	"D.CARMEL RH"	"BAZAN_Oper Vis3."
"3104"	127	58	"D.CARMEL StWd"	"BAZAN_Oper Vis3."
"3105"	128	58	"D.CARMEL TEMP"	"BAZAN_Oper Vis3."
"3106"	130	58	"D.CARMEL WDS"	"BAZAN_Oper Vis3."
"3107"	144	58	"Flares NEWFF"	"BAZAN_Oper Vis3."
"3108"	145	58	"Flares OLDFF"	"BAZAN_Oper Vis3."
"3109"	147	58	"GADIV CTO Status"	"BAZAN_Oper Vis3."
"3110"	153	58	"GADIV_OPER PRX-start"	"BAZAN_Oper Vis3."
"3111"	154	58	"GADIV_OPER SPL_start"	"BAZAN_Oper Vis3."
"3112"	155	58	"GADIV_OPER TOL-start"	"BAZAN_Oper Vis3."
"3113"	156	58	"GADIV_OPER XYL-start"	"BAZAN_Oper Vis3."
"3114"	158	58	"Gadiv-AS2XYL1 NOX INS"	"BAZAN_Oper Vis3."
"3115"	160	58	"Gadiv-PAREX NOX INS"	"BAZAN_Oper Vis3."
"3116"	162	58	"Gadiv-TOL NOX INS"	"BAZAN_Oper Vis3."
"3117"	164	58	"Gadiv-XYl2 NOX INS"	"BAZAN_Oper Vis3."
"3118"	280	58	"mahzam 30 WIND-DIR"	"BAZAN_Oper Vis3."
"3119"	281	58	"mahzam 30 WIND-V6"	"BAZAN_Oper Vis3."
"3120"	287	58	"mahzam 40 WIND-DIR"	"BAZAN_Oper Vis3."
"3121"	288	58	"mahzam 40 WIND-V6"	"BAZAN_Oper Vis3."
"3122"	331	58	"Neve Yosef ITemp"	"BAZAN_Oper Vis3."
"3123"	337	58	"Neve Yosef TEMP"	"BAZAN_Oper Vis3."
"3124"	338	58	"Neve Yosef WDD"	"BAZAN_Oper Vis3."
"3125"	340	58	"OP-BZN1 B201B CU3"	"BAZAN_Oper Vis3."
"3126"	341	58	"OP-BZN1 cu1 B4"	"BAZAN_Oper Vis3."
