date	year	month	day	day_of_week	day_of_year	station	sensor	value	threshold
20120702	2012	7	2	1	184	BAZAN_HDS	NOx Dry	102.4	100
20170412	2017	4	12	3	102	BAZAN_HDS	NOx Dry	107.3	100
20170206	2017	2	6	1	37	BAZAN_HDS	NOx Dry	104.2	100
20120513	2012	5	13	7	134	BAZAN_HDS	NOx Dry	111.7	100
20130123	2013	1	23	3	23	BAZAN_HDS	NOx Dry	118.4	100
20160424	2016	4	24	7	115	BAZAN_HDS	NOx Dry	113.5	100
20170305	2017	3	5	7	64	BAZAN_HDS	NOx Dry	103.7	100
20161016	2016	10	16	7	290	BAZAN_HDS	NOx Dry	109.1	100
20170411	2017	4	11	2	101	BAZAN_HDS	NOx Dry	104.4	100
20170311	2017	3	11	6	70	BAZAN_HDS	NOx Dry	131.3	100
20161201	2016	12	1	4	336	BAZAN_HDS	NOx Dry	114.8	100
20120519	2012	5	19	6	140	BAZAN_HDS	NOx Dry	106.9	100
20120312	2012	3	12	1	72	BAZAN_HDS	NOx Dry	106.8	100
20170222	2017	2	22	3	53	BAZAN_HDS	NOx Dry	105.3	100
20160813	2016	8	13	6	226	BAZAN_HDS	NOx Dry	105.4	100
20161108	2016	11	8	2	313	BAZAN_HDS	NOx Dry	103.9	100
20170223	2017	2	23	4	54	BAZAN_HDS	NOx Dry	103.7	100
20160524	2016	5	24	2	145	BAZAN_HDS	NOx Dry	119.9	100
20161218	2016	12	18	7	353	BAZAN_HDS	NOx Dry	114.1	100
20161213	2016	12	13	2	348	BAZAN_HDS	NOx Dry	113.4	100
20161209	2016	12	9	5	344	BAZAN_HDS	NOx Dry	157.7	100
20170307	2017	3	7	2	66	BAZAN_HDS	NOx Dry	106.9	100
20151204	2015	12	4	5	338	BAZAN_HDS	NOx Dry	112.4	100
20170126	2017	1	26	4	26	BAZAN_HDS	NOx Dry	101.2	100
20170115	2017	1	15	7	15	BAZAN_HDS	NOx Dry	138.5	100
20170129	2017	1	29	7	29	BAZAN_HDS	NOx Dry	118.1	100
20111108	2011	11	8	2	312	BAZAN_HDS	NOx Dry	107.0	100
20160213	2016	2	13	6	44	BAZAN_HDS	NOx Dry	104.4	100
20120507	2012	5	7	1	128	BAZAN_HDS	NOx Dry	110.6	100
20170527	2017	5	27	6	147	BAZAN_HDS	NOx Dry	109.6	100
20170220	2017	2	20	1	51	BAZAN_HDS	NOx Dry	115.7	100
20170112	2017	1	12	4	12	BAZAN_HDS	NOx Dry	151.5	100
20120314	2012	3	14	3	74	BAZAN_HDS	NOx Dry	101.6	100
20120506	2012	5	6	7	127	BAZAN_HDS	NOx Dry	106.0	100
20160602	2016	6	2	4	154	BAZAN_HDS	NOx Dry	113.4	100
20170315	2017	3	15	3	74	BAZAN_HDS	NOx Dry	138.0	100
20161125	2016	11	25	5	330	BAZAN_HDS	NOx Dry	114.7	100
20170208	2017	2	8	3	39	BAZAN_HDS	NOx Dry	113.0	100
20120225	2012	2	25	6	56	BAZAN_HDS	NOx Dry	119.1	100
20170117	2017	1	17	2	17	BAZAN_HDS	NOx Dry	102.8	100
20130118	2013	1	18	5	18	BAZAN_HDS	NOx Dry	107.4	100
20160930	2016	9	30	5	274	BAZAN_HDS	NOx Dry	101.2	100
20160413	2016	4	13	3	104	BAZAN_HDS	NOx Dry	101.8	100
20160606	2016	6	6	1	158	BAZAN_HDS	NOx Dry	132.8	100
20120509	2012	5	9	3	130	BAZAN_HDS	NOx Dry	106.8	100
20170504	2017	5	4	4	124	BAZAN_HDS	NOx Dry	101.2	100
20120610	2012	6	10	7	162	BAZAN_HDS	NOx Dry	100.8	100
20160501	2016	5	1	7	122	BAZAN_HDS	NOx Dry	148.0	100
20170509	2017	5	9	2	129	BAZAN_HDS	NOx Dry	107.4	100
20161102	2016	11	2	3	307	BAZAN_HDS	NOx Dry	122.5	100
20120607	2012	6	7	4	159	BAZAN_HDS	NOx Dry	100.4	100
20130205	2013	2	5	2	36	BAZAN_HDS	NOx Dry	105.2	100
20160605	2016	6	5	7	157	BAZAN_HDS	NOx Dry	114.3	100
20170226	2017	2	26	7	57	BAZAN_HDS	NOx Dry	101.6	100
20160619	2016	6	19	7	171	BAZAN_HDS	NOx Dry	101.9	100
20120224	2012	2	24	5	55	BAZAN_HDS	NOx Dry	118.1	100
20160816	2016	8	16	2	229	BAZAN_HDS	NOx Dry	105.9	100
20160828	2016	8	28	7	241	BAZAN_HDS	NOx Dry	105.3	100
20161121	2016	11	21	1	326	BAZAN_HDS	NOx Dry	124.0	100
20161105	2016	11	5	6	310	BAZAN_HDS	NOx Dry	120.8	100
20170202	2017	2	2	4	33	BAZAN_HDS	NOx Dry	111.1	100
20161216	2016	12	16	5	351	BAZAN_HDS	NOx Dry	109.0	100
20170214	2017	2	14	2	45	BAZAN_HDS	NOx Dry	126.7	100
20160427	2016	4	27	3	118	BAZAN_HDS	NOx Dry	121.0	100
20120419	2012	4	19	4	110	BAZAN_HDS	NOx Dry	112.5	100
20170211	2017	2	11	6	42	BAZAN_HDS	NOx Dry	108.6	100
20160228	2016	2	28	7	59	BAZAN_HDS	NOx Dry	100.6	100
20160416	2016	4	16	6	107	BAZAN_HDS	NOx Dry	103.0	100
20120428	2012	4	28	6	119	BAZAN_HDS	NOx Dry	109.6	100
20111127	2011	11	27	7	331	BAZAN_HDS	NOx Dry	103.2	100
20160326	2016	3	26	6	86	BAZAN_HDS	NOx Dry	109.5	100
20120424	2012	4	24	2	115	BAZAN_HDS	NOx Dry	107.6	100
20120517	2012	5	17	4	138	BAZAN_HDS	NOx Dry	103.5	100
20120221	2012	2	21	2	52	BAZAN_HDS	NOx Dry	112.5	100
20160817	2016	8	17	3	230	BAZAN_HDS	NOx Dry	102.1	100
20170529	2017	5	29	1	149	BAZAN_HDS	NOx Dry	111.6	100
20170306	2017	3	6	1	65	BAZAN_HDS	NOx Dry	106.4	100
20161231	2016	12	31	6	366	BAZAN_HDS	NOx Dry	101.4	100
20111130	2011	11	30	3	334	BAZAN_HDS	NOx Dry	100.1	100
20120625	2012	6	25	1	177	BAZAN_HDS	NOx Dry	100.3	100
20170310	2017	3	10	5	69	BAZAN_HDS	NOx Dry	123.9	100
20161210	2016	12	10	6	345	BAZAN_HDS	NOx Dry	147.4	100
20120408	2012	4	8	7	99	BAZAN_HDS	NOx Dry	102.0	100
20161118	2016	11	18	5	323	BAZAN_HDS	NOx Dry	114.3	100
20160422	2016	4	22	5	113	BAZAN_HDS	NOx Dry	123.9	100
20111109	2011	11	9	3	313	BAZAN_HDS	NOx Dry	107.1	100
20161007	2016	10	7	5	281	BAZAN_HDS	NOx Dry	100.1	100
20170514	2017	5	14	7	134	BAZAN_HDS	NOx Dry	101.6	100
20111025	2011	10	25	2	298	BAZAN_HDS	NOx Dry	100.4	100
20160611	2016	6	11	6	163	BAZAN_HDS	NOx Dry	152.7	100
20160216	2016	2	16	2	47	BAZAN_HDS	NOx Dry	100.2	100
20170218	2017	2	18	6	49	BAZAN_HDS	NOx Dry	119.2	100
20120402	2012	4	2	1	93	BAZAN_HDS	NOx Dry	120.0	100
20170528	2017	5	28	7	148	BAZAN_HDS	NOx Dry	110.0	100
20160612	2016	6	12	7	164	BAZAN_HDS	NOx Dry	143.9	100
20120324	2012	3	24	6	84	BAZAN_HDS	NOx Dry	102.8	100
20161123	2016	11	23	3	328	BAZAN_HDS	NOx Dry	127.7	100
20120612	2012	6	12	2	164	BAZAN_HDS	NOx Dry	107.0	100
20120627	2012	6	27	3	179	BAZAN_HDS	NOx Dry	103.3	100
20170304	2017	3	4	6	63	BAZAN_HDS	NOx Dry	103.1	100
20170212	2017	2	12	7	43	BAZAN_HDS	NOx Dry	105.5	100
20161203	2016	12	3	6	338	BAZAN_HDS	NOx Dry	105.4	100
20170114	2017	1	14	6	14	BAZAN_HDS	NOx Dry	151.9	100
20120218	2012	2	18	6	49	BAZAN_HDS	NOx Dry	115.9	100
20170116	2017	1	16	1	16	BAZAN_HDS	NOx Dry	135.4	100
20120510	2012	5	10	4	131	BAZAN_HDS	NOx Dry	114.2	100
20170102	2017	1	2	1	2	BAZAN_HDS	NOx Dry	127.0	100
20160224	2016	2	24	3	55	BAZAN_HDS	NOx Dry	101.4	100
20170511	2017	5	11	4	131	BAZAN_HDS	NOx Dry	107.1	100
20161219	2016	12	19	1	354	BAZAN_HDS	NOx Dry	127.6	100
20160417	2016	4	17	7	108	BAZAN_HDS	NOx Dry	101.7	100
20120520	2012	5	20	7	141	BAZAN_HDS	NOx Dry	110.6	100
20161120	2016	11	20	7	325	BAZAN_HDS	NOx Dry	116.6	100
20120521	2012	5	21	1	142	BAZAN_HDS	NOx Dry	109.3	100
20130120	2013	1	20	7	20	BAZAN_HDS	NOx Dry	112.6	100
20161126	2016	11	26	6	331	BAZAN_HDS	NOx Dry	108.6	100
20161212	2016	12	12	1	347	BAZAN_HDS	NOx Dry	133.6	100
20130308	2013	3	8	5	67	BAZAN_HDS	NOx Dry	109.8	100
20161014	2016	10	14	5	288	BAZAN_HDS	NOx Dry	114.8	100
20160903	2016	9	3	6	247	BAZAN_HDS	NOx Dry	106.2	100
20120403	2012	4	3	2	94	BAZAN_HDS	NOx Dry	116.9	100
20160426	2016	4	26	2	117	BAZAN_HDS	NOx Dry	117.1	100
20120405	2012	4	5	4	96	BAZAN_HDS	NOx Dry	108.0	100
20120401	2012	4	1	7	92	BAZAN_HDS	NOx Dry	126.4	100
20130110	2013	1	10	4	10	BAZAN_HDS	NOx Dry	101.7	100
20120206	2012	2	6	1	37	BAZAN_HDS	NOx Dry	109.1	100
20170302	2017	3	2	4	61	BAZAN_HDS	NOx Dry	104.9	100
20120611	2012	6	11	1	163	BAZAN_HDS	NOx Dry	103.9	100
20170219	2017	2	19	7	50	BAZAN_HDS	NOx Dry	121.9	100
20160302	2016	3	2	3	62	BAZAN_HDS	NOx Dry	111.9	100
20160430	2016	4	30	6	121	BAZAN_HDS	NOx Dry	139.0	100
20161124	2016	11	24	4	329	BAZAN_HDS	NOx Dry	129.5	100
20160227	2016	2	27	6	58	BAZAN_HDS	NOx Dry	102.9	100
20120508	2012	5	8	2	129	BAZAN_HDS	NOx Dry	106.2	100
20170104	2017	1	4	3	4	BAZAN_HDS	NOx Dry	132.0	100
20161103	2016	11	3	4	308	BAZAN_HDS	NOx Dry	126.0	100
20170313	2017	3	13	1	72	BAZAN_HDS	NOx Dry	137.5	100
20120703	2012	7	3	2	185	BAZAN_HDS	NOx Dry	105.8	100
20170106	2017	1	6	5	6	BAZAN_HDS	NOx Dry	114.5	100
20151205	2015	12	5	6	339	BAZAN_HDS	NOx Dry	113.6	100
20161207	2016	12	7	3	342	BAZAN_HDS	NOx Dry	142.6	100
20170217	2017	2	17	5	48	BAZAN_HDS	NOx Dry	124.7	100
20161206	2016	12	6	2	341	BAZAN_HDS	NOx Dry	130.1	100
20111231	2011	12	31	6	365	BAZAN_HDS	NOx Dry	102.7	100
20160615	2016	6	15	3	167	BAZAN_HDS	NOx Dry	118.9	100
20131123	2013	11	23	6	327	BAZAN_HDS	NOx Dry	102.9	100
20120418	2012	4	18	3	109	BAZAN_HDS	NOx Dry	107.5	100
20120420	2012	4	20	5	111	BAZAN_HDS	NOx Dry	118.2	100
20120603	2012	6	3	7	155	BAZAN_HDS	NOx Dry	102.7	100
20161225	2016	12	25	7	360	BAZAN_HDS	NOx Dry	118.2	100
20170525	2017	5	25	4	145	BAZAN_HDS	NOx Dry	109.1	100
20160402	2016	4	2	6	93	BAZAN_HDS	NOx Dry	106.0	100
20170319	2017	3	19	7	78	BAZAN_HDS	NOx Dry	107.7	100
20120531	2012	5	31	4	152	BAZAN_HDS	NOx Dry	103.1	100
20120223	2012	2	23	4	54	BAZAN_HDS	NOx Dry	120.9	100
20151212	2015	12	12	6	346	BAZAN_HDS	NOx Dry	101.7	100
20160905	2016	9	5	1	249	BAZAN_HDS	NOx Dry	106.5	100
20120406	2012	4	6	5	97	BAZAN_HDS	NOx Dry	105.7	100
20160301	2016	3	1	2	61	BAZAN_HDS	NOx Dry	116.0	100
20161119	2016	11	19	6	324	BAZAN_HDS	NOx Dry	114.2	100
20130114	2013	1	14	1	14	BAZAN_HDS	NOx Dry	121.7	100
20160218	2016	2	18	4	49	BAZAN_HDS	NOx Dry	105.0	100
20160530	2016	5	30	1	151	BAZAN_HDS	NOx Dry	111.6	100
20120524	2012	5	24	4	145	BAZAN_HDS	NOx Dry	111.9	100
20160324	2016	3	24	4	84	BAZAN_HDS	NOx Dry	109.4	100
20161122	2016	11	22	2	327	BAZAN_HDS	NOx Dry	128.2	100
20170216	2017	2	16	4	47	BAZAN_HDS	NOx Dry	121.7	100
20161127	2016	11	27	7	332	BAZAN_HDS	NOx Dry	106.5	100
20111104	2011	11	4	5	308	BAZAN_HDS	NOx Dry	106.4	100
20120317	2012	3	17	6	77	BAZAN_HDS	NOx Dry	114.8	100
20161214	2016	12	14	3	349	BAZAN_HDS	NOx Dry	132.6	100
20160826	2016	8	26	5	239	BAZAN_HDS	NOx Dry	100.5	100
20161230	2016	12	30	5	365	BAZAN_HDS	NOx Dry	101.7	100
20161226	2016	12	26	1	361	BAZAN_HDS	NOx Dry	118.5	100
20111106	2011	11	6	7	310	BAZAN_HDS	NOx Dry	110.5	100
20130219	2013	2	19	2	50	BAZAN_HDS	NOx Dry	102.7	100
20160219	2016	2	19	5	50	BAZAN_HDS	NOx Dry	104.4	100
20160329	2016	3	29	2	89	BAZAN_HDS	NOx Dry	103.3	100
20161006	2016	10	6	4	280	BAZAN_HDS	NOx Dry	100.1	100
20161130	2016	11	30	3	335	BAZAN_HDS	NOx Dry	112.5	100
20160601	2016	6	1	3	153	BAZAN_HDS	NOx Dry	116.4	100
20130204	2013	2	4	1	35	BAZAN_HDS	NOx Dry	104.3	100
20161224	2016	12	24	6	359	BAZAN_HDS	NOx Dry	113.0	100
20120220	2012	2	20	1	51	BAZAN_HDS	NOx Dry	111.2	100
20170120	2017	1	20	5	20	BAZAN_HDS	NOx Dry	105.3	100
20170209	2017	2	9	4	40	BAZAN_HDS	NOx Dry	109.4	100
20120313	2012	3	13	2	73	BAZAN_HDS	NOx Dry	100.4	100
20120628	2012	6	28	4	180	BAZAN_HDS	NOx Dry	100.8	100
20160906	2016	9	6	2	250	BAZAN_HDS	NOx Dry	105.9	100
20130119	2013	1	19	6	19	BAZAN_HDS	NOx Dry	112.0	100
20111103	2011	11	3	4	307	BAZAN_HDS	NOx Dry	100.3	100
20130101	2013	1	1	2	1	BAZAN_HDS	NOx Dry	107.2	100
20160212	2016	2	12	5	43	BAZAN_HDS	NOx Dry	101.1	100
20160325	2016	3	25	5	85	BAZAN_HDS	NOx Dry	109.4	100
20170113	2017	1	13	5	13	BAZAN_HDS	NOx Dry	139.0	100
20160608	2016	6	8	3	160	BAZAN_HDS	NOx Dry	119.3	100
20160616	2016	6	16	4	168	BAZAN_HDS	NOx Dry	113.3	100
20161211	2016	12	11	7	346	BAZAN_HDS	NOx Dry	133.3	100
20161109	2016	11	9	3	314	BAZAN_HDS	NOx Dry	114.5	100
20160912	2016	9	12	1	256	BAZAN_HDS	NOx Dry	107.1	100
20160310	2016	3	10	4	70	BAZAN_HDS	NOx Dry	101.3	100
20160330	2016	3	30	3	90	BAZAN_HDS	NOx Dry	101.8	100
20130103	2013	1	3	4	3	BAZAN_HDS	NOx Dry	102.7	100
20120620	2012	6	20	3	172	BAZAN_HDS	NOx Dry	104.1	100
20120407	2012	4	7	6	98	BAZAN_HDS	NOx Dry	109.3	100
20170224	2017	2	24	5	55	BAZAN_HDS	NOx Dry	100.5	100
20160604	2016	6	4	6	156	BAZAN_HDS	NOx Dry	115.4	100
20170225	2017	2	25	6	56	BAZAN_HDS	NOx Dry	108.0	100
20170227	2017	2	27	1	58	BAZAN_HDS	NOx Dry	102.7	100
20111125	2011	11	25	5	329	BAZAN_HDS	NOx Dry	100.2	100
20120311	2012	3	11	7	71	BAZAN_HDS	NOx Dry	111.3	100
20161117	2016	11	17	4	322	BAZAN_HDS	NOx Dry	110.6	100
20120318	2012	3	18	7	78	BAZAN_HDS	NOx Dry	110.3	100
20170308	2017	3	8	3	67	BAZAN_HDS	NOx Dry	114.7	100
20120516	2012	5	16	3	137	BAZAN_HDS	NOx Dry	103.7	100
20161110	2016	11	10	4	315	BAZAN_HDS	NOx Dry	103.8	100
20161202	2016	12	2	5	337	BAZAN_HDS	NOx Dry	107.5	100
20160812	2016	8	12	5	225	BAZAN_HDS	NOx Dry	110.0	100
20160214	2016	2	14	7	45	BAZAN_HDS	NOx Dry	128.9	100
20160603	2016	6	3	5	155	BAZAN_HDS	NOx Dry	108.2	100
20111105	2011	11	5	6	309	BAZAN_HDS	NOx Dry	108.5	100
20120421	2012	4	21	6	112	BAZAN_HDS	NOx Dry	114.8	100
20170215	2017	2	15	3	46	BAZAN_HDS	NOx Dry	121.2	100
20130117	2013	1	17	4	17	BAZAN_HDS	NOx Dry	105.7	100
20161129	2016	11	29	2	334	BAZAN_HDS	NOx Dry	110.9	100
20160215	2016	2	15	1	46	BAZAN_HDS	NOx Dry	102.6	100
20170510	2017	5	10	3	130	BAZAN_HDS	NOx Dry	109.4	100
20120404	2012	4	4	3	95	BAZAN_HDS	NOx Dry	111.6	100
20170522	2017	5	22	1	142	BAZAN_HDS	NOx Dry	118.0	100
20170414	2017	4	14	5	104	BAZAN_HDS	NOx Dry	101.5	100
20160609	2016	6	9	4	161	BAZAN_HDS	NOx Dry	136.2	100
20160618	2016	6	18	6	170	BAZAN_HDS	NOx Dry	113.9	100
20160429	2016	4	29	5	120	BAZAN_HDS	NOx Dry	142.8	100
20120525	2012	5	25	5	146	BAZAN_HDS	NOx Dry	108.9	100
20161106	2016	11	6	7	311	BAZAN_HDS	NOx Dry	126.7	100
20160904	2016	9	4	7	248	BAZAN_HDS	NOx Dry	105.6	100
20170203	2017	2	3	5	34	BAZAN_HDS	NOx Dry	120.3	100
20120205	2012	2	5	7	36	BAZAN_HDS	NOx Dry	105.3	100
20120416	2012	4	16	1	107	BAZAN_HDS	NOx Dry	107.6	100
20110915	2011	9	15	4	258	BAZAN_HDS	NOx Dry	102.8	100
20160502	2016	5	2	1	123	BAZAN_HDS	NOx Dry	125.3	100
20170409	2017	4	9	7	99	BAZAN_HDS	NOx Dry	102.3	100
20130111	2013	1	11	5	11	BAZAN_HDS	NOx Dry	100.4	100
20170204	2017	2	4	6	35	BAZAN_HDS	NOx Dry	111.2	100
20170205	2017	2	5	7	36	BAZAN_HDS	NOx Dry	102.5	100
20111220	2011	12	20	2	354	BAZAN_HDS	NOx Dry	123.4	100
20120423	2012	4	23	1	114	BAZAN_HDS	NOx Dry	112.0	100
20160528	2016	5	28	6	149	BAZAN_HDS	NOx Dry	118.4	100
20120522	2012	5	22	2	143	BAZAN_HDS	NOx Dry	112.1	100
20120429	2012	4	29	7	120	BAZAN_HDS	NOx Dry	100.9	100
20160815	2016	8	15	1	228	BAZAN_HDS	NOx Dry	102.4	100
20170201	2017	2	1	3	32	BAZAN_HDS	NOx Dry	112.2	100
20111029	2011	10	29	6	302	BAZAN_HDS	NOx Dry	101.8	100
20161228	2016	12	28	3	363	BAZAN_HDS	NOx Dry	100.8	100
20120216	2012	2	16	4	47	BAZAN_HDS	NOx Dry	103.3	100
20130115	2013	1	15	2	15	BAZAN_HDS	NOx Dry	105.8	100
20120523	2012	5	23	3	144	BAZAN_HDS	NOx Dry	113.0	100
20120316	2012	3	16	5	76	BAZAN_HDS	NOx Dry	107.2	100
20160428	2016	4	28	4	119	BAZAN_HDS	NOx Dry	156.3	100
20161116	2016	11	16	3	321	BAZAN_HDS	NOx Dry	104.6	100
20160210	2016	2	10	3	41	BAZAN_HDS	NOx Dry	100.2	100
20161221	2016	12	21	3	356	BAZAN_HDS	NOx Dry	159.5	100
20120621	2012	6	21	4	173	BAZAN_HDS	NOx Dry	104.5	100
20120325	2012	3	25	7	85	BAZAN_HDS	NOx Dry	105.0	100
20160412	2016	4	12	2	103	BAZAN_HDS	NOx Dry	103.5	100
20161223	2016	12	23	5	358	BAZAN_HDS	NOx Dry	112.1	100
20120411	2012	4	11	3	102	BAZAN_HDS	NOx Dry	100.4	100
20120217	2012	2	17	5	48	BAZAN_HDS	NOx Dry	110.9	100
20170108	2017	1	8	7	8	BAZAN_HDS	NOx Dry	108.5	100
20170110	2017	1	10	2	10	BAZAN_HDS	NOx Dry	131.8	100
20111021	2011	10	21	5	294	BAZAN_HDS	NOx Dry	100.1	100
20120219	2012	2	19	7	50	BAZAN_HDS	NOx Dry	108.8	100
20160421	2016	4	21	4	112	BAZAN_HDS	NOx Dry	108.5	100
20120629	2012	6	29	5	181	BAZAN_HDS	NOx Dry	100.6	100
20161003	2016	10	3	1	277	BAZAN_HDS	NOx Dry	100.9	100
20170221	2017	2	21	2	52	BAZAN_HDS	NOx Dry	105.4	100
20120307	2012	3	7	3	67	BAZAN_HDS	NOx Dry	100.8	100
20161015	2016	10	15	6	289	BAZAN_HDS	NOx Dry	102.0	100
20111128	2011	11	28	1	332	BAZAN_HDS	NOx Dry	106.8	100
20111028	2011	10	28	5	301	BAZAN_HDS	NOx Dry	103.5	100
20160913	2016	9	13	2	257	BAZAN_HDS	NOx Dry	108.8	100
20111101	2011	11	1	2	305	BAZAN_HDS	NOx Dry	109.6	100
20170526	2017	5	26	5	146	BAZAN_HDS	NOx Dry	108.0	100
20151128	2015	11	28	6	332	BAZAN_HDS	NOx Dry	111.9	100
20160304	2016	3	4	5	64	BAZAN_HDS	NOx Dry	109.4	100
20161104	2016	11	4	5	309	BAZAN_HDS	NOx Dry	126.0	100
20120329	2012	3	29	4	89	BAZAN_HDS	NOx Dry	102.4	100
20170101	2017	1	1	7	1	BAZAN_HDS	NOx Dry	114.5	100
20160614	2016	6	14	2	166	BAZAN_HDS	NOx Dry	111.5	100
20170502	2017	5	2	2	122	BAZAN_HDS	NOx Dry	103.4	100
20160610	2016	6	10	5	162	BAZAN_HDS	NOx Dry	151.9	100
20111230	2011	12	30	5	364	BAZAN_HDS	NOx Dry	101.8	100
20160217	2016	2	17	3	48	BAZAN_HDS	NOx Dry	106.5	100
20170127	2017	1	27	5	27	BAZAN_HDS	NOx Dry	131.3	100
20161101	2016	11	1	2	306	BAZAN_HDS	NOx Dry	106.6	100
20111030	2011	10	30	7	303	BAZAN_HDS	NOx Dry	102.8	100
20170523	2017	5	23	2	143	BAZAN_HDS	NOx Dry	104.2	100
20130122	2013	1	22	2	22	BAZAN_HDS	NOx Dry	117.9	100
20120215	2012	2	15	3	46	BAZAN_HDS	NOx Dry	100.3	100
20160225	2016	2	25	4	56	BAZAN_HDS	NOx Dry	103.1	100
20151210	2015	12	10	4	344	BAZAN_HDS	NOx Dry	105.7	100
20170314	2017	3	14	2	73	BAZAN_HDS	NOx Dry	136.9	100
20170111	2017	1	11	3	11	BAZAN_HDS	NOx Dry	136.5	100
20111113	2011	11	13	7	317	BAZAN_HDS	NOx Dry	101.3	100
20120512	2012	5	12	6	133	BAZAN_HDS	NOx Dry	109.5	100
20161222	2016	12	22	4	357	BAZAN_HDS	NOx Dry	130.8	100
20160425	2016	4	25	1	116	BAZAN_HDS	NOx Dry	110.0	100
20170524	2017	5	24	3	144	BAZAN_HDS	NOx Dry	110.6	100
20151127	2015	11	27	5	331	BAZAN_HDS	NOx Dry	115.5	100
20111218	2011	12	18	7	352	BAZAN_HDS	NOx Dry	128.2	100
20120505	2012	5	5	6	126	BAZAN_HDS	NOx Dry	102.1	100
20130116	2013	1	16	3	16	BAZAN_HDS	NOx Dry	111.9	100
20120417	2012	4	17	2	108	BAZAN_HDS	NOx Dry	109.1	100
20160617	2016	6	17	5	169	BAZAN_HDS	NOx Dry	114.4	100
20120320	2012	3	20	2	80	BAZAN_HDS	NOx Dry	106.0	100
20160409	2016	4	9	6	100	BAZAN_HDS	NOx Dry	106.8	100
20111221	2011	12	21	3	355	BAZAN_HDS	NOx Dry	112.2	100
20160814	2016	8	14	7	227	BAZAN_HDS	NOx Dry	104.4	100
20160319	2016	3	19	6	79	BAZAN_HDS	NOx Dry	101.2	100
20130309	2013	3	9	6	68	BAZAN_HDS	NOx Dry	102.7	100
20111129	2011	11	29	2	333	BAZAN_HDS	NOx Dry	106.7	100
20120503	2012	5	3	4	124	BAZAN_HDS	NOx Dry	104.7	100
20120331	2012	3	31	6	91	BAZAN_HDS	NOx Dry	106.9	100
20160613	2016	6	13	1	165	BAZAN_HDS	NOx Dry	116.7	100
20160303	2016	3	3	4	63	BAZAN_HDS	NOx Dry	107.8	100
20111126	2011	11	26	6	330	BAZAN_HDS	NOx Dry	105.7	100
20120622	2012	6	22	5	174	BAZAN_HDS	NOx Dry	101.0	100
20161220	2016	12	20	2	355	BAZAN_HDS	NOx Dry	139.5	100
20170130	2017	1	30	1	30	BAZAN_HDS	NOx Dry	120.4	100
20170210	2017	2	10	5	41	BAZAN_HDS	NOx Dry	112.3	100
20170109	2017	1	9	1	9	BAZAN_HDS	NOx Dry	106.0	100
20111110	2011	11	10	4	314	BAZAN_HDS	NOx Dry	100.1	100
20131126	2013	11	26	2	330	BAZAN_HDS	NOx Dry	101.6	100
20170410	2017	4	10	1	100	BAZAN_HDS	NOx Dry	114.1	100
20160916	2016	9	16	5	260	BAZAN_HDS	NOx Dry	100.3	100
20160220	2016	2	20	6	51	BAZAN_HDS	NOx Dry	102.6	100
20160522	2016	5	22	7	143	BAZAN_HDS	NOx Dry	115.2	100
20170303	2017	3	3	5	62	BAZAN_HDS	NOx Dry	106.0	100
20161002	2016	10	2	7	276	BAZAN_HDS	NOx Dry	104.1	100
20160423	2016	4	23	6	114	BAZAN_HDS	NOx Dry	108.5	100
20160504	2016	5	4	3	125	BAZAN_HDS	NOx Dry	137.1	100
20120319	2012	3	19	1	79	BAZAN_HDS	NOx Dry	110.7	100
20160226	2016	2	26	5	57	BAZAN_HDS	NOx Dry	105.1	100
20170316	2017	3	16	4	75	BAZAN_HDS	NOx Dry	112.1	100
20170312	2017	3	12	7	71	BAZAN_HDS	NOx Dry	133.2	100
20161215	2016	12	15	4	350	BAZAN_HDS	NOx Dry	135.9	100
20170103	2017	1	3	2	3	BAZAN_HDS	NOx Dry	115.8	100
20160607	2016	6	7	2	159	BAZAN_HDS	NOx Dry	114.2	100
20120422	2012	4	22	7	113	BAZAN_HDS	NOx Dry	101.2	100
20170508	2017	5	8	1	128	BAZAN_HDS	NOx Dry	104.9	100
20161205	2016	12	5	1	340	BAZAN_HDS	NOx Dry	122.6	100
20111202	2011	12	2	5	336	BAZAN_HDS	NOx Dry	100.6	100
20170105	2017	1	5	4	5	BAZAN_HDS	NOx Dry	121.2	100
20170309	2017	3	9	4	68	BAZAN_HDS	NOx Dry	131.7	100
20160525	2016	5	25	3	146	BAZAN_HDS	NOx Dry	120.8	100
20120504	2012	5	4	5	125	BAZAN_HDS	NOx Dry	109.0	100
20161208	2016	12	8	4	343	BAZAN_HDS	NOx Dry	144.3	100
20161111	2016	11	11	5	316	BAZAN_HDS	NOx Dry	105.9	100
20170213	2017	2	13	1	44	BAZAN_HDS	NOx Dry	115.0	100
20130202	2013	2	2	6	33	BAZAN_HDS	NOx Dry	100.2	100
20170228	2017	2	28	2	59	BAZAN_HDS	NOx Dry	112.9	100
20120511	2012	5	11	5	132	BAZAN_HDS	NOx Dry	107.5	100
20130124	2013	1	24	4	24	BAZAN_HDS	NOx Dry	116.0	100
20160420	2016	4	20	3	111	BAZAN_HDS	NOx Dry	108.3	100
20170512	2017	5	12	5	132	BAZAN_HDS	NOx Dry	107.4	100
20130125	2013	1	25	5	25	BAZAN_HDS	NOx Dry	109.4	100
20111107	2011	11	7	1	311	BAZAN_HDS	NOx Dry	105.6	100
