date	year	month	day	day_of_week	day_of_year	station	sensor	value	threshold
20141017	2014	10	17	5	290	Gadiv-PAREX	NOx Dry	132.4	100
20140802	2014	8	2	6	214	Gadiv-PAREX	NOx Dry	103.0	100
20131101	2013	11	1	5	305	Gadiv-PAREX	NOx Dry	131.5	100
20140907	2014	9	7	7	250	Gadiv-PAREX	NOx Dry	110.0	100
20121118	2012	11	18	7	323	Gadiv-PAREX	NOx Dry	115.0	100
20130324	2013	3	24	7	83	Gadiv-PAREX	NOx Dry	114.0	100
20120213	2012	2	13	1	44	Gadiv-PAREX	NOx Dry	292.9	100
20120724	2012	7	24	2	206	Gadiv-PAREX	NOx Dry	132.7	100
20120530	2012	5	30	3	151	Gadiv-PAREX	NOx Dry	228.8	100
20121011	2012	10	11	4	285	Gadiv-PAREX	NOx Dry	134.7	100
20121226	2012	12	26	3	361	Gadiv-PAREX	NOx Dry	132.0	100
20120117	2012	1	17	2	17	Gadiv-PAREX	NOx Dry	192.6	100
20120630	2012	6	30	6	182	Gadiv-PAREX	NOx Dry	125.5	100
20130414	2013	4	14	7	104	Gadiv-PAREX	NOx Dry	109.1	100
20150108	2015	1	8	4	8	Gadiv-PAREX	NOx Dry	115.0	100
20140811	2014	8	11	1	223	Gadiv-PAREX	NOx Dry	110.2	100
20121124	2012	11	24	6	329	Gadiv-PAREX	NOx Dry	135.4	100
20120915	2012	9	15	6	259	Gadiv-PAREX	NOx Dry	131.9	100
20130608	2013	6	8	6	159	Gadiv-PAREX	NOx Dry	125.2	100
20140810	2014	8	10	7	222	Gadiv-PAREX	NOx Dry	104.9	100
20141207	2014	12	7	7	341	Gadiv-PAREX	NOx Dry	100.5	100
20140227	2014	2	27	4	58	Gadiv-PAREX	NOx Dry	134.7	100
20120731	2012	7	31	2	213	Gadiv-PAREX	NOx Dry	116.3	100
20120826	2012	8	26	7	239	Gadiv-PAREX	NOx Dry	108.3	100
20121015	2012	10	15	1	289	Gadiv-PAREX	NOx Dry	132.6	100
20121105	2012	11	5	1	310	Gadiv-PAREX	NOx Dry	133.6	100
20140521	2014	5	21	3	141	Gadiv-PAREX	NOx Dry	131.0	100
20140128	2014	1	28	2	28	Gadiv-PAREX	NOx Dry	127.5	100
20130313	2013	3	13	3	72	Gadiv-PAREX	NOx Dry	123.2	100
20121019	2012	10	19	5	293	Gadiv-PAREX	NOx Dry	132.3	100
20140813	2014	8	13	3	225	Gadiv-PAREX	NOx Dry	104.9	100
20150306	2015	3	6	5	65	Gadiv-PAREX	NOx Dry	112.5	100
20121013	2012	10	13	6	287	Gadiv-PAREX	NOx Dry	134.4	100
20150206	2015	2	6	5	37	Gadiv-PAREX	NOx Dry	110.4	100
20130215	2013	2	15	5	46	Gadiv-PAREX	NOx Dry	247.9	100
20140101	2014	1	1	3	1	Gadiv-PAREX	NOx Dry	119.3	100
20120727	2012	7	27	5	209	Gadiv-PAREX	NOx Dry	132.9	100
20130628	2013	6	28	5	179	Gadiv-PAREX	NOx Dry	119.0	100
20130810	2013	8	10	6	222	Gadiv-PAREX	NOx Dry	128.8	100
20140513	2014	5	13	2	133	Gadiv-PAREX	NOx Dry	134.3	100
20150205	2015	2	5	4	36	Gadiv-PAREX	NOx Dry	110.2	100
20120827	2012	8	27	1	240	Gadiv-PAREX	NOx Dry	120.9	100
20120919	2012	9	19	3	263	Gadiv-PAREX	NOx Dry	131.5	100
20141122	2014	11	22	6	326	Gadiv-PAREX	NOx Dry	114.0	100
20120315	2012	3	15	4	75	Gadiv-PAREX	NOx Dry	536.2	100
20131008	2013	10	8	2	281	Gadiv-PAREX	NOx Dry	116.8	100
20130705	2013	7	5	5	186	Gadiv-PAREX	NOx Dry	105.1	100
20130113	2013	1	13	7	13	Gadiv-PAREX	NOx Dry	127.8	100
20130720	2013	7	20	6	201	Gadiv-PAREX	NOx Dry	104.6	100
20131026	2013	10	26	6	299	Gadiv-PAREX	NOx Dry	130.1	100
20120308	2012	3	8	4	68	Gadiv-PAREX	NOx Dry	537.9	100
20150128	2015	1	28	3	28	Gadiv-PAREX	NOx Dry	104.5	100
20140209	2014	2	9	7	40	Gadiv-PAREX	NOx Dry	109.3	100
20130315	2013	3	15	5	74	Gadiv-PAREX	NOx Dry	119.7	100
20130330	2013	3	30	6	89	Gadiv-PAREX	NOx Dry	106.2	100
20140318	2014	3	18	2	77	Gadiv-PAREX	NOx Dry	139.9	100
20120131	2012	1	31	2	31	Gadiv-PAREX	NOx Dry	163.4	100
20140609	2014	6	9	1	160	Gadiv-PAREX	NOx Dry	104.2	100
20121122	2012	11	22	4	327	Gadiv-PAREX	NOx Dry	134.2	100
20130621	2013	6	21	5	172	Gadiv-PAREX	NOx Dry	110.9	100
20121126	2012	11	26	1	331	Gadiv-PAREX	NOx Dry	107.5	100
20121212	2012	12	12	3	347	Gadiv-PAREX	NOx Dry	227.3	100
20131027	2013	10	27	7	300	Gadiv-PAREX	NOx Dry	129.6	100
20130126	2013	1	26	6	26	Gadiv-PAREX	NOx Dry	113.3	100
20130723	2013	7	23	2	204	Gadiv-PAREX	NOx Dry	104.4	100
20130410	2013	4	10	3	100	Gadiv-PAREX	NOx Dry	117.8	100
20130101	2013	1	1	2	1	Gadiv-PAREX	NOx Dry	135.2	100
20120830	2012	8	30	4	243	Gadiv-PAREX	NOx Dry	124.0	100
20120821	2012	8	21	2	234	Gadiv-PAREX	NOx Dry	107.3	100
20141204	2014	12	4	4	338	Gadiv-PAREX	NOx Dry	117.8	100
20140729	2014	7	29	2	210	Gadiv-PAREX	NOx Dry	108.7	100
20150216	2015	2	16	1	47	Gadiv-PAREX	NOx Dry	111.8	100
20130119	2013	1	19	6	19	Gadiv-PAREX	NOx Dry	111.3	100
20120208	2012	2	8	3	39	Gadiv-PAREX	NOx Dry	346.8	100
20140215	2014	2	15	6	46	Gadiv-PAREX	NOx Dry	132.5	100
20121114	2012	11	14	3	319	Gadiv-PAREX	NOx Dry	134.7	100
20140511	2014	5	11	7	131	Gadiv-PAREX	NOx Dry	134.3	100
20141216	2014	12	16	2	350	Gadiv-PAREX	NOx Dry	109.0	100
20140619	2014	6	19	4	170	Gadiv-PAREX	NOx Dry	125.3	100
20120510	2012	5	10	4	131	Gadiv-PAREX	NOx Dry	239.3	100
20130627	2013	6	27	4	178	Gadiv-PAREX	NOx Dry	130.5	100
20140522	2014	5	22	4	142	Gadiv-PAREX	NOx Dry	128.6	100
20140421	2014	4	21	1	111	Gadiv-PAREX	NOx Dry	134.8	100
20140406	2014	4	6	7	96	Gadiv-PAREX	NOx Dry	135.1	100
20130516	2013	5	16	4	136	Gadiv-PAREX	NOx Dry	123.4	100
20130411	2013	4	11	4	101	Gadiv-PAREX	NOx Dry	110.9	100
20120301	2012	3	1	4	61	Gadiv-PAREX	NOx Dry	348.2	100
20130611	2013	6	11	2	162	Gadiv-PAREX	NOx Dry	119.0	100
20120923	2012	9	23	7	267	Gadiv-PAREX	NOx Dry	134.9	100
20120417	2012	4	17	2	108	Gadiv-PAREX	NOx Dry	522.0	100
20141027	2014	10	27	1	300	Gadiv-PAREX	NOx Dry	131.3	100
20150226	2015	2	26	4	57	Gadiv-PAREX	NOx Dry	108.6	100
20120305	2012	3	5	1	65	Gadiv-PAREX	NOx Dry	554.0	100
20120218	2012	2	18	6	49	Gadiv-PAREX	NOx Dry	333.7	100
20120609	2012	6	9	6	161	Gadiv-PAREX	NOx Dry	193.4	100
20111226	2011	12	26	1	360	Gadiv-PAREX	NOx Dry	191.7	100
20130824	2013	8	24	6	236	Gadiv-PAREX	NOx Dry	101.6	100
20130821	2013	8	21	3	233	Gadiv-PAREX	NOx Dry	102.1	100
20141212	2014	12	12	5	346	Gadiv-PAREX	NOx Dry	106.5	100
20130904	2013	9	4	3	247	Gadiv-PAREX	NOx Dry	122.9	100
20120320	2012	3	20	2	80	Gadiv-PAREX	NOx Dry	532.8	100
20130112	2013	1	12	6	12	Gadiv-PAREX	NOx Dry	108.2	100
20140120	2014	1	20	1	20	Gadiv-PAREX	NOx Dry	116.8	100
20140216	2014	2	16	7	47	Gadiv-PAREX	NOx Dry	135.5	100
20131219	2013	12	19	4	353	Gadiv-PAREX	NOx Dry	109.8	100
20140124	2014	1	24	5	24	Gadiv-PAREX	NOx Dry	124.7	100
20120718	2012	7	18	3	200	Gadiv-PAREX	NOx Dry	126.0	100
20141026	2014	10	26	7	299	Gadiv-PAREX	NOx Dry	131.6	100
20120324	2012	3	24	6	84	Gadiv-PAREX	NOx Dry	456.4	100
20111208	2011	12	8	4	342	Gadiv-PAREX	NOx Dry	191.6	100
20140924	2014	9	24	3	267	Gadiv-PAREX	NOx Dry	136.7	100
20120613	2012	6	13	3	165	Gadiv-PAREX	NOx Dry	150.2	100
20140501	2014	5	1	4	121	Gadiv-PAREX	NOx Dry	130.8	100
20150213	2015	2	13	5	44	Gadiv-PAREX	NOx Dry	117.0	100
20130226	2013	2	26	2	57	Gadiv-PAREX	NOx Dry	114.2	100
20120505	2012	5	5	6	126	Gadiv-PAREX	NOx Dry	208.8	100
20130517	2013	5	17	5	137	Gadiv-PAREX	NOx Dry	120.5	100
20150129	2015	1	29	4	29	Gadiv-PAREX	NOx Dry	101.7	100
20130116	2013	1	16	3	16	Gadiv-PAREX	NOx Dry	134.0	100
20121123	2012	11	23	5	328	Gadiv-PAREX	NOx Dry	135.6	100
20121027	2012	10	27	6	301	Gadiv-PAREX	NOx Dry	134.8	100
20130623	2013	6	23	7	174	Gadiv-PAREX	NOx Dry	111.9	100
20111218	2011	12	18	7	352	Gadiv-PAREX	NOx Dry	227.0	100
20130415	2013	4	15	1	105	Gadiv-PAREX	NOx Dry	109.1	100
20140328	2014	3	28	5	87	Gadiv-PAREX	NOx Dry	118.6	100
20140430	2014	4	30	3	120	Gadiv-PAREX	NOx Dry	131.0	100
20120612	2012	6	12	2	164	Gadiv-PAREX	NOx Dry	146.4	100
20120627	2012	6	27	3	179	Gadiv-PAREX	NOx Dry	132.8	100
20140105	2014	1	5	7	5	Gadiv-PAREX	NOx Dry	123.8	100
20120209	2012	2	9	4	40	Gadiv-PAREX	NOx Dry	359.8	100
20111227	2011	12	27	2	361	Gadiv-PAREX	NOx Dry	194.6	100
20111211	2011	12	11	7	345	Gadiv-PAREX	NOx Dry	199.9	100
20120403	2012	4	3	2	94	Gadiv-PAREX	NOx Dry	552.1	100
20141208	2014	12	8	1	342	Gadiv-PAREX	NOx Dry	115.3	100
20131229	2013	12	29	7	363	Gadiv-PAREX	NOx Dry	112.8	100
20140618	2014	6	18	3	169	Gadiv-PAREX	NOx Dry	134.7	100
20131003	2013	10	3	4	276	Gadiv-PAREX	NOx Dry	105.4	100
20111201	2011	12	1	4	335	Gadiv-PAREX	NOx Dry	206.5	100
20140814	2014	8	14	4	226	Gadiv-PAREX	NOx Dry	105.1	100
20131010	2013	10	10	4	283	Gadiv-PAREX	NOx Dry	102.5	100
20141005	2014	10	5	7	278	Gadiv-PAREX	NOx Dry	131.4	100
20120331	2012	3	31	6	91	Gadiv-PAREX	NOx Dry	515.9	100
20120922	2012	9	22	6	266	Gadiv-PAREX	NOx Dry	134.5	100
20120330	2012	3	30	5	90	Gadiv-PAREX	NOx Dry	517.5	100
20130308	2013	3	8	5	67	Gadiv-PAREX	NOx Dry	103.1	100
20130706	2013	7	6	6	187	Gadiv-PAREX	NOx Dry	105.7	100
20130317	2013	3	17	7	76	Gadiv-PAREX	NOx Dry	110.1	100
20130724	2013	7	24	3	205	Gadiv-PAREX	NOx Dry	103.7	100
20120730	2012	7	30	1	212	Gadiv-PAREX	NOx Dry	121.0	100
20131007	2013	10	7	1	280	Gadiv-PAREX	NOx Dry	126.7	100
20130325	2013	3	25	1	84	Gadiv-PAREX	NOx Dry	110.3	100
20120601	2012	6	1	5	153	Gadiv-PAREX	NOx Dry	201.9	100
20121018	2012	10	18	4	292	Gadiv-PAREX	NOx Dry	133.8	100
20120622	2012	6	22	5	174	Gadiv-PAREX	NOx Dry	134.7	100
20141125	2014	11	25	2	329	Gadiv-PAREX	NOx Dry	115.9	100
20131009	2013	10	9	3	282	Gadiv-PAREX	NOx Dry	113.9	100
20130301	2013	3	1	5	60	Gadiv-PAREX	NOx Dry	117.3	100
20120401	2012	4	1	7	92	Gadiv-PAREX	NOx Dry	514.5	100
20120405	2012	4	5	4	96	Gadiv-PAREX	NOx Dry	547.8	100
20111215	2011	12	15	4	349	Gadiv-PAREX	NOx Dry	190.7	100
20130419	2013	4	19	5	109	Gadiv-PAREX	NOx Dry	112.0	100
20131024	2013	10	24	4	297	Gadiv-PAREX	NOx Dry	124.8	100
20141218	2014	12	18	4	352	Gadiv-PAREX	NOx Dry	115.8	100
20120815	2012	8	15	3	228	Gadiv-PAREX	NOx Dry	110.1	100
20131030	2013	10	30	3	303	Gadiv-PAREX	NOx Dry	133.2	100
20121107	2012	11	7	3	312	Gadiv-PAREX	NOx Dry	128.3	100
20130728	2013	7	28	7	209	Gadiv-PAREX	NOx Dry	115.4	100
20140409	2014	4	9	3	99	Gadiv-PAREX	NOx Dry	134.8	100
20141226	2014	12	26	5	360	Gadiv-PAREX	NOx Dry	117.7	100
20130514	2013	5	14	2	134	Gadiv-PAREX	NOx Dry	120.9	100
20111221	2011	12	21	3	355	Gadiv-PAREX	NOx Dry	206.4	100
20131031	2013	10	31	4	304	Gadiv-PAREX	NOx Dry	134.9	100
20121231	2012	12	31	1	366	Gadiv-PAREX	NOx Dry	127.8	100
20120226	2012	2	26	7	57	Gadiv-PAREX	NOx Dry	417.4	100
20140725	2014	7	25	5	206	Gadiv-PAREX	NOx Dry	123.6	100
20120520	2012	5	20	7	141	Gadiv-PAREX	NOx Dry	262.3	100
20150312	2015	3	12	4	71	Gadiv-PAREX	NOx Dry	113.1	100
20150202	2015	2	2	1	33	Gadiv-PAREX	NOx Dry	111.9	100
20150304	2015	3	4	3	63	Gadiv-PAREX	NOx Dry	110.1	100
20150223	2015	2	23	1	54	Gadiv-PAREX	NOx Dry	110.3	100
20140418	2014	4	18	5	108	Gadiv-PAREX	NOx Dry	135.8	100
20120503	2012	5	3	4	124	Gadiv-PAREX	NOx Dry	185.8	100
20130208	2013	2	8	5	39	Gadiv-PAREX	NOx Dry	123.7	100
20140327	2014	3	27	4	86	Gadiv-PAREX	NOx Dry	125.0	100
20120906	2012	9	6	4	250	Gadiv-PAREX	NOx Dry	123.9	100
20130618	2013	6	18	2	169	Gadiv-PAREX	NOx Dry	108.6	100
20130212	2013	2	12	2	43	Gadiv-PAREX	NOx Dry	129.1	100
20141121	2014	11	21	5	325	Gadiv-PAREX	NOx Dry	111.5	100
20130120	2013	1	20	7	20	Gadiv-PAREX	NOx Dry	101.3	100
20120521	2012	5	21	1	142	Gadiv-PAREX	NOx Dry	268.2	100
20141210	2014	12	10	3	344	Gadiv-PAREX	NOx Dry	114.2	100
20130617	2013	6	17	1	168	Gadiv-PAREX	NOx Dry	114.9	100
20130309	2013	3	9	6	68	Gadiv-PAREX	NOx Dry	131.2	100
20120824	2012	8	24	5	237	Gadiv-PAREX	NOx Dry	107.9	100
20130801	2013	8	1	4	213	Gadiv-PAREX	NOx Dry	115.7	100
20120229	2012	2	29	3	60	Gadiv-PAREX	NOx Dry	319.1	100
20141114	2014	11	14	5	318	Gadiv-PAREX	NOx Dry	112.0	100
20120710	2012	7	10	2	192	Gadiv-PAREX	NOx Dry	134.4	100
20141209	2014	12	9	2	343	Gadiv-PAREX	NOx Dry	113.7	100
20140428	2014	4	28	1	118	Gadiv-PAREX	NOx Dry	133.9	100
20111212	2011	12	12	1	346	Gadiv-PAREX	NOx Dry	207.5	100
20140204	2014	2	4	2	35	Gadiv-PAREX	NOx Dry	130.7	100
20140301	2014	3	1	6	60	Gadiv-PAREX	NOx Dry	133.5	100
20141213	2014	12	13	6	347	Gadiv-PAREX	NOx Dry	109.5	100
20130523	2013	5	23	4	143	Gadiv-PAREX	NOx Dry	106.0	100
20140117	2014	1	17	5	17	Gadiv-PAREX	NOx Dry	127.5	100
20150131	2015	1	31	6	31	Gadiv-PAREX	NOx Dry	112.6	100
20130209	2013	2	9	6	40	Gadiv-PAREX	NOx Dry	116.7	100
20120119	2012	1	19	4	19	Gadiv-PAREX	NOx Dry	201.3	100
20130404	2013	4	4	4	94	Gadiv-PAREX	NOx Dry	132.6	100
20120618	2012	6	18	1	170	Gadiv-PAREX	NOx Dry	134.7	100
20120518	2012	5	18	5	139	Gadiv-PAREX	NOx Dry	248.1	100
20140925	2014	9	25	4	268	Gadiv-PAREX	NOx Dry	123.8	100
20130413	2013	4	13	6	103	Gadiv-PAREX	NOx Dry	108.4	100
20120302	2012	3	2	5	62	Gadiv-PAREX	NOx Dry	366.9	100
20120623	2012	6	23	6	175	Gadiv-PAREX	NOx Dry	134.7	100
20140423	2014	4	23	3	113	Gadiv-PAREX	NOx Dry	132.4	100
20130812	2013	8	12	1	224	Gadiv-PAREX	NOx Dry	130.2	100
20120806	2012	8	6	1	219	Gadiv-PAREX	NOx Dry	111.2	100
20131108	2013	11	8	5	312	Gadiv-PAREX	NOx Dry	121.8	100
20141022	2014	10	22	3	295	Gadiv-PAREX	NOx Dry	130.5	100
20140801	2014	8	1	5	213	Gadiv-PAREX	NOx Dry	105.4	100
20120611	2012	6	11	1	163	Gadiv-PAREX	NOx Dry	190.5	100
20120709	2012	7	9	1	191	Gadiv-PAREX	NOx Dry	111.2	100
20141115	2014	11	15	6	319	Gadiv-PAREX	NOx Dry	107.7	100
20120721	2012	7	21	6	203	Gadiv-PAREX	NOx Dry	138.0	100
20120921	2012	9	21	5	265	Gadiv-PAREX	NOx Dry	134.7	100
20120515	2012	5	15	2	136	Gadiv-PAREX	NOx Dry	211.9	100
20141128	2014	11	28	5	332	Gadiv-PAREX	NOx Dry	117.8	100
20130110	2013	1	10	4	10	Gadiv-PAREX	NOx Dry	181.0	100
20120206	2012	2	6	1	37	Gadiv-PAREX	NOx Dry	283.1	100
20131106	2013	11	6	3	310	Gadiv-PAREX	NOx Dry	124.0	100
20130402	2013	4	2	2	92	Gadiv-PAREX	NOx Dry	134.0	100
20130704	2013	7	4	4	185	Gadiv-PAREX	NOx Dry	103.9	100
20120212	2012	2	12	7	43	Gadiv-PAREX	NOx Dry	297.5	100
20120711	2012	7	11	3	193	Gadiv-PAREX	NOx Dry	130.9	100
20130729	2013	7	29	1	210	Gadiv-PAREX	NOx Dry	105.1	100
20131231	2013	12	31	2	365	Gadiv-PAREX	NOx Dry	121.6	100
20150224	2015	2	24	2	55	Gadiv-PAREX	NOx Dry	106.3	100
20130508	2013	5	8	3	128	Gadiv-PAREX	NOx Dry	130.4	100
20150228	2015	2	28	6	59	Gadiv-PAREX	NOx Dry	108.1	100
20121202	2012	12	2	7	337	Gadiv-PAREX	NOx Dry	138.9	100
20140509	2014	5	9	5	129	Gadiv-PAREX	NOx Dry	132.6	100
20121110	2012	11	10	6	315	Gadiv-PAREX	NOx Dry	130.4	100
20130708	2013	7	8	1	189	Gadiv-PAREX	NOx Dry	104.4	100
20121128	2012	11	28	3	333	Gadiv-PAREX	NOx Dry	111.1	100
20121009	2012	10	9	2	283	Gadiv-PAREX	NOx Dry	122.9	100
20130709	2013	7	9	2	190	Gadiv-PAREX	NOx Dry	104.1	100
20120707	2012	7	7	6	189	Gadiv-PAREX	NOx Dry	129.1	100
20140730	2014	7	30	3	211	Gadiv-PAREX	NOx Dry	105.4	100
20140304	2014	3	4	2	63	Gadiv-PAREX	NOx Dry	133.5	100
20130203	2013	2	3	7	34	Gadiv-PAREX	NOx Dry	125.2	100
20120527	2012	5	27	7	148	Gadiv-PAREX	NOx Dry	244.6	100
20140222	2014	2	22	6	53	Gadiv-PAREX	NOx Dry	131.6	100
20130128	2013	1	28	1	28	Gadiv-PAREX	NOx Dry	125.0	100
20141029	2014	10	29	3	302	Gadiv-PAREX	NOx Dry	131.0	100
20140819	2014	8	19	2	231	Gadiv-PAREX	NOx Dry	104.6	100
20120929	2012	9	29	6	273	Gadiv-PAREX	NOx Dry	121.4	100
20140820	2014	8	20	3	232	Gadiv-PAREX	NOx Dry	112.0	100
20130223	2013	2	23	6	54	Gadiv-PAREX	NOx Dry	119.8	100
20141129	2014	11	29	6	333	Gadiv-PAREX	NOx Dry	118.1	100
20120703	2012	7	3	2	185	Gadiv-PAREX	NOx Dry	130.3	100
20141015	2014	10	15	3	288	Gadiv-PAREX	NOx Dry	128.2	100
20140803	2014	8	3	7	215	Gadiv-PAREX	NOx Dry	103.4	100
20130526	2013	5	26	7	146	Gadiv-PAREX	NOx Dry	133.1	100
20140223	2014	2	23	7	54	Gadiv-PAREX	NOx Dry	128.3	100
20130603	2013	6	3	1	154	Gadiv-PAREX	NOx Dry	130.7	100
20130130	2013	1	30	3	30	Gadiv-PAREX	NOx Dry	114.4	100
20141220	2014	12	20	6	354	Gadiv-PAREX	NOx Dry	110.2	100
20140121	2014	1	21	2	21	Gadiv-PAREX	NOx Dry	116.7	100
20131224	2013	12	24	2	358	Gadiv-PAREX	NOx Dry	105.4	100
20120128	2012	1	28	6	28	Gadiv-PAREX	NOx Dry	250.9	100
20141221	2014	12	21	7	355	Gadiv-PAREX	NOx Dry	110.6	100
20121022	2012	10	22	1	296	Gadiv-PAREX	NOx Dry	135.2	100
20130803	2013	8	3	6	215	Gadiv-PAREX	NOx Dry	118.8	100
20130524	2013	5	24	5	144	Gadiv-PAREX	NOx Dry	122.5	100
20130213	2013	2	13	3	44	Gadiv-PAREX	NOx Dry	109.0	100
20120306	2012	3	6	2	66	Gadiv-PAREX	NOx Dry	553.0	100
20120807	2012	8	7	2	220	Gadiv-PAREX	NOx Dry	107.7	100
20140417	2014	4	17	4	107	Gadiv-PAREX	NOx Dry	132.5	100
20120813	2012	8	13	1	226	Gadiv-PAREX	NOx Dry	102.5	100
20130401	2013	4	1	1	91	Gadiv-PAREX	NOx Dry	118.4	100
20131109	2013	11	9	6	313	Gadiv-PAREX	NOx Dry	105.5	100
20141130	2014	11	30	7	334	Gadiv-PAREX	NOx Dry	118.9	100
20121215	2012	12	15	6	350	Gadiv-PAREX	NOx Dry	156.2	100
20121023	2012	10	23	2	297	Gadiv-PAREX	NOx Dry	134.7	100
20130522	2013	5	22	3	142	Gadiv-PAREX	NOx Dry	113.8	100
20121012	2012	10	12	5	286	Gadiv-PAREX	NOx Dry	134.3	100
20130906	2013	9	6	5	249	Gadiv-PAREX	NOx Dry	137.1	100
20150208	2015	2	8	7	39	Gadiv-PAREX	NOx Dry	106.5	100
20130228	2013	2	28	4	59	Gadiv-PAREX	NOx Dry	110.0	100
20140413	2014	4	13	7	103	Gadiv-PAREX	NOx Dry	135.0	100
20130625	2013	6	25	2	176	Gadiv-PAREX	NOx Dry	120.4	100
20120127	2012	1	27	5	27	Gadiv-PAREX	NOx Dry	224.7	100
20140727	2014	7	27	7	208	Gadiv-PAREX	NOx Dry	108.2	100
20161002	2016	10	2	7	276	Gadiv-PAREX	NOx Dry	103.8	100
20140411	2014	4	11	5	101	Gadiv-PAREX	NOx Dry	134.7	100
20120508	2012	5	8	2	129	Gadiv-PAREX	NOx Dry	271.4	100
20150217	2015	2	17	2	48	Gadiv-PAREX	NOx Dry	110.4	100
20140416	2014	4	16	3	106	Gadiv-PAREX	NOx Dry	132.3	100
20120105	2012	1	5	4	5	Gadiv-PAREX	NOx Dry	203.0	100
20120319	2012	3	19	1	79	Gadiv-PAREX	NOx Dry	534.8	100
20140201	2014	2	1	6	32	Gadiv-PAREX	NOx Dry	108.6	100
20130416	2013	4	16	2	106	Gadiv-PAREX	NOx Dry	113.1	100
20121006	2012	10	6	6	280	Gadiv-PAREX	NOx Dry	127.1	100
20120210	2012	2	10	5	41	Gadiv-PAREX	NOx Dry	341.6	100
20121229	2012	12	29	6	364	Gadiv-PAREX	NOx Dry	130.1	100
20111210	2011	12	10	6	344	Gadiv-PAREX	NOx Dry	196.7	100
20120714	2012	7	14	6	196	Gadiv-PAREX	NOx Dry	131.0	100
20140518	2014	5	18	7	138	Gadiv-PAREX	NOx Dry	128.8	100
20111110	2011	11	10	4	314	CAOL_New	NOB2	160.1	150
20120212	2012	2	12	7	43	CAOL_New	NOB2	162.6	150
20170130	2017	1	30	1	30	CAOL_New	NOB2	150.6	150
20111019	2011	10	19	3	292	CAOL_New	NOB2	151.5	150
20110717	2011	7	17	7	198	CAOL_New	NOB2	339.1	150
20120119	2012	1	19	4	19	CAOL_New	NOB2	156.8	150
20111002	2011	10	2	7	275	CAOL_New	NOB2	152.9	150
20120302	2012	3	2	5	62	CAOL_New	NOB2	173.6	150
20111118	2011	11	18	5	322	CAOL_New	NOB2	152.1	150
20111010	2011	10	10	1	283	CAOL_New	NOB2	155.3	150
20111212	2011	12	12	1	346	CAOL_New	NOB2	156.4	150
20120319	2012	3	19	1	79	CAOL_New	NOB2	191.2	150
20150217	2015	2	17	2	48	CAOL_New	NOB2	155.1	150
20111218	2011	12	18	7	352	CAOL_New	NOB2	156.2	150
20111211	2011	12	11	7	345	CAOL_New	NOB2	155.2	150
20111227	2011	12	27	2	361	CAOL_New	NOB2	151.0	150
20111016	2011	10	16	7	289	CAOL_New	NOB2	151.9	150
20111208	2011	12	8	4	342	CAOL_New	NOB2	153.0	150
20160425	2016	4	25	1	116	CAOL_New	NOB2	163.8	150
20160621	2016	6	21	2	173	CAOL_New	NOB2	167.6	150
20111226	2011	12	26	1	360	CAOL_New	NOB2	152.6	150
20110715	2011	7	15	5	196	CAOL_New	NOB2	355.2	150
20120320	2012	3	20	2	80	CAOL_New	NOB2	181.1	150
20120305	2012	3	5	1	65	CAOL_New	NOB2	170.2	150
20120301	2012	3	1	4	61	CAOL_New	NOB2	170.6	150
20130208	2013	2	8	5	39	CAOL_New	NOB2	166.6	150
20111129	2011	11	29	2	333	CAOL_New	NOB2	166.8	150
20170422	2017	4	22	6	112	CAOL_New	NOB2	156.4	150
20111221	2011	12	21	3	355	CAOL_New	NOB2	155.7	150
20120226	2012	2	26	7	57	CAOL_New	NOB2	167.1	150
20111116	2011	11	16	3	320	CAOL_New	NOB2	150.1	150
20111126	2011	11	26	6	330	CAOL_New	NOB2	161.2	150
20130429	2013	4	29	1	119	CAOL_New	NOB2	170.1	150
20111122	2011	11	22	2	326	CAOL_New	NOB2	153.1	150
20170405	2017	4	5	3	95	CAOL_New	NOB2	156.7	150
20120222	2012	2	22	3	53	CAOL_New	NOB2	173.2	150
20110909	2011	9	9	5	252	CAOL_New	NOB2	151.6	150
20111223	2011	12	23	5	357	CAOL_New	NOB2	206.7	150
20130425	2013	4	25	4	115	CAOL_New	NOB2	150.1	150
20120315	2012	3	15	4	75	CAOL_New	NOB2	166.8	150
20120131	2012	1	31	2	31	CAOL_New	NOB2	160.9	150
20120308	2012	3	8	4	68	CAOL_New	NOB2	167.5	150
20170207	2017	2	7	2	38	CAOL_New	NOB2	152.5	150
20120117	2012	1	17	2	17	CAOL_New	NOB2	152.1	150
20111023	2011	10	23	7	296	CAOL_New	NOB2	150.5	150
20111031	2011	10	31	1	304	CAOL_New	NOB2	160.9	150
20130608	2013	6	8	6	159	CAOL_New	NOB2	156.8	150
20111204	2011	12	4	7	338	CAOL_New	NOB2	158.3	150
20111202	2011	12	2	5	336	CAOL_New	NOB2	160.0	150
20130420	2013	4	20	6	110	CAOL_New	NOB2	155.7	150
20120115	2012	1	15	7	15	CAOL_New	NOB2	154.7	150
20110714	2011	7	14	4	195	CAOL_New	NOB2	343.0	150
20111020	2011	10	20	4	293	CAOL_New	NOB2	155.9	150
20110910	2011	9	10	6	253	CAOL_New	NOB2	150.2	150
20120129	2012	1	29	7	29	CAOL_New	NOB2	159.8	150
20111107	2011	11	7	1	311	CAOL_New	NOB2	151.2	150
