date	BAZAN HCU:HCU Stat	BAZAN_HPU:HPU Stat	BAZAN_Oper:B11	BAZAN_Oper:B21	BAZAN_Oper:Benzine HDS	BAZAN_Oper:Boiler31	BAZAN_Oper:CCR	BAZAN_Oper:CU.1	BAZAN_Oper:CU.3	BAZAN_Oper:CU.4	BAZAN_Oper:FCC	BAZAN_Oper:GO HDS	BAZAN_Oper:HVGO HSD	BAZAN_Oper:Isomer	BAZAN_Oper:KERO HDS	BAZAN_Oper:Vis3.	CAOL_New:Boiler1-Stat	CAOL_New:Boiler2-Stat	CAOL_New:Boiler3-Stat	CAUL:STAT1	CAUL:STAT2	CAUL:STAT3	Deshanim:Status	HaifaChem:N1 Status	HaifaChem:N2 Status	OP-GADIV:PRXHT	OP-GADIV:SPLHT	OP-GADIV:TLNHT	OP-GADIV:XLNHT	OP-HCU:Stat-HCU	OP-HCU:Stat-HPU
20160930	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.96	0.04	0.04	0.75	0.00	0.00
20161001	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.96	0.21	0.46	0.46	0.00	0.00
20161002	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.96	0.54	0.67	0.58	0.00	0.00
20161003	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.96	0.62	0.54	0.75	0.00	0.00
20161004	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.83	0.08	0.00	0.71	0.00	0.00
20161005	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.96	0.46	0.00	0.75	0.04	0.00	0.75	0.04	0.00
20161006	0.00	0.00	0.12	0.12	0.00	0.12	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.09	1.00	0.00	0.88	0.17	0.00	0.75	0.00	0.00
20161007	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00	0.04	0.00	0.52	0.00	0.00
20161008	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.96	0.04	0.12	0.71	0.00	0.00
20161009	0.00	0.00	0.62	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	1.00	0.00	0.96	0.04	0.00	0.75	0.00	0.00
20161010	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.38	0.04	0.00	0.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.00	0.00	1.00	0.00	0.92	0.12	0.21	0.71	0.00	0.00
20161011	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00	0.04	0.00	0.71	0.00	0.00
20161012	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.79	0.08	0.04	0.50	0.04	0.00
20161013	0.00	0.00	0.08	0.08	0.00	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.96	1.00	0.00	0.58	0.33	0.04	0.79	0.00	0.00
20161014	0.00	0.00	1.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	0.17	0.46	0.00	0.75	0.04	0.00
20161015	0.00	0.00	1.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	0.71	0.46	0.00	0.83	0.00	0.00
20161016	0.00	0.00	0.50	0.50	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.58	0.00	0.54	0.42	0.12	0.62	0.00	0.00
20161017	0.00	0.00	0.38	0.38	0.00	0.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.17	0.33	0.00	0.38	0.00	0.00
20161018	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.46	0.04	0.00	0.50	0.04	0.00
20161019	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.42	0.04	0.00	0.54	0.00	0.00
20161020	0.00	0.00	0.08	0.08	0.00	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.29	0.12	0.12	0.75	0.04	0.00
20161021	0.00	0.00	1.00	1.00	0.12	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.00	0.00	0.00	1.00	0.42	0.00	0.04	0.79	0.00	0.54	0.00	0.00
20161022	0.00	0.00	1.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.33	0.00	0.09	1.00	0.00	0.52	0.04	0.00
20161023	0.00	0.00	0.96	0.96	0.00	0.96	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.58	0.00	0.17	0.29	0.17	0.29	0.00	0.00
20161024	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	1.00	0.83	0.00	0.17	0.04	0.00	0.58	0.00	0.00
20161025	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.08	0.08	1.00	1.00	0.00	0.58	0.08	0.00	0.75	0.00	0.00
20161026	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.00	0.91	0.38	0.00	0.13	0.04	0.00	0.43	0.00	0.00
20161027	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.00	0.17	0.17	0.00	0.65	0.04	0.00
20161028	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.38	0.00	0.08	0.04	0.00	0.58	0.00	0.00
20161029	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.42	0.17	0.04	0.46	0.00	0.00
20161030	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	1.00	0.04	0.32	0.08	0.00	0.76	0.00	0.00
20161031	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.39	1.00	0.00	0.38	0.25	0.00	0.75	0.00	0.00
20161101	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	0.38	0.33	0.08	0.12	0.00	0.00
20161102	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	0.58	0.21	0.00	0.58	0.00	0.00
20161103	0.00	0.00	0.00	0.08	0.00	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.78	1.00	0.00	0.04	0.17	0.00	0.62	0.00	0.00
20161104	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.08	0.04	0.00	0.50	0.00	0.00
20161105	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.08	0.04	0.00	0.92	0.00	0.00
20161106	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.08	0.12	0.00	0.79	0.00	0.00
20161107	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.17	0.00	0.54	0.00	0.00
20161108	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	1.00	0.00	0.04	0.12	0.00	0.54	0.04	0.00
20161109	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.58	0.00	0.08	0.04	0.00	0.58	0.00	0.00
20161110	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.12	0.00	0.62	0.04	0.00
20161111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.08	0.04	0.62	0.00	0.00
20161112	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.54	0.00	0.00
20161113	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.17	0.00	0.71	0.42	0.00
20161114	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.04	0.04	0.05	0.00	0.00	0.00	0.13	0.00	0.78	0.00	0.00
20161115	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.04	0.00	0.08	0.21	0.00	0.71	0.00	0.00
20161116	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.22	0.00	0.00	0.00	0.06	0.00	0.56	0.00	0.00
